"priority","pdfIndex","packId","category","question","pdfAnswer","packAnswer","sourcePriority","recommendedAction","aiSuggestedDecision","aiConfidence","aiReason","humanNeedsReview","reviewerDecision","notes"
"P1_EXACT_QUESTION_WRONG_ANSWER","27","q_beaefa47","Salud y ergonomía","Tener el vehículo mal ventilado y estar en una postura incomoda al volante, ¿qué puede provocar?","Fatiga.","Somnolencia.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Short answers with low token overlap (0%). May be synonymous phrasing — PDF preferred but human confirmation advised.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","39","q_417d336a","Geral","¿Cuáles son los efectos que suele producir la heroína en la conducción?","Confusión mental.","Un fuerte shock con convulsiones y calambres, pudiendo originar actuaciones violentas.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 0%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","49","q_e28b8118","Geral","¿Qué funciones corporales aumentan de día y disminuyen de noche?","• La temperatura. • La capacidad respiratoria. • La capacidad mental. • Todas las respuestas anteriores son correctas.","La temperatura.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer only 14 chars — appears incomplete. PDF answer is authoritative.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","61","q_468551e9","Geral","Una dosis adecuada de café o de otros estimulantes naturales, ¿qué beneficios genera?","• Alivia la fatiga. • Facilita los reflejos. • Ayuda a mantener el estado de vigilia. • Todas las respuestas anteriores son correctas.","Alivia la fatiga.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 12% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","65","q_926b8fec","Geral","¿Qué efectos pueden provocar los fármacos?","• Somnolencia. • Fatiga muscular. • Mareos. • Todas las respuestas anteriores son correctas.","Somnolencia.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer only 11 chars — appears incomplete. PDF answer is authoritative.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","81","q_bf60501c","Salud y ergonomía","¿Qué medicamentos nos pueden producir somnolencia?","• Ansiolíticos. • Sedantes. • Hipnóticos. • Todas las respuestas anteriores son correctas.","Ansiolíticos.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer only 12 chars — appears incomplete. PDF answer is authoritative.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","95","q_7a4ba2f9","Geral","¿Cuáles son los efectos más comunes que produce la cocaína en la conducción?","Minusvaloración de los riesgos.","Adopción de conductas peligrosas.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Short answers with low token overlap (0%). May be synonymous phrasing — PDF preferred but human confirmation advised.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","101","q_977596c8","Salud y ergonomía","¿De qué depende el nivel de alcohol en sangre?","• De la rapidez de la toma. • De la tolerancia personal. • De la edad. • Todas las respuestas son correctas.","De la rapidez de la toma.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 23% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","57","q_b3a498f1","Seguridad vial","En la declaración amistosa de accidentes es imprescindible:","• hacer constar siempre la fecha y hora del accidente. • identificar el lugar del accidente mediante calle o vía y población. • anotar la matrícula de los vehículos implicados. • Todas las respuestas anteriores son correctas.","hacer constar siempre la fecha y hora del accidente.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 23% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","86","q_ac588702","Normativa de transportes","¿Qué actuaciones deben realizarse en caso de puertas bloqueadas en un vehículo de transporte de viajeros?","• El conductor indicará a los viajeros la situación de las diferentes salidas. • El conductor indicará a los viajeros la situación de los martillos rompecristales. • Las respuestas A y B son correctas.","El conductor indicará a los viajeros la situación de las diferentes salidas.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 38% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","87","q_93502fa3","Carga y logística","Ante una situación como la caída de carga sobre la vía, ¿qué actuaciones deben realizarse?","• Se deberá apartar el vehículo para evitar que, junto con la carga caída, acreciente el riego provocado. • Se deberá retirar o apartar el obstáculo. • Se deberá dejar lo más limpia posible la calzada. • Todas las respuestas anteriores son correctas.","Se deberá apartar el vehículo para evitar que, junto con la carga caída, acreciente el riego provocado.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","NEEDS_EXPERT","MEDIUM","Answers are similar (overlap 52%) but phrased differently. May be acceptable variant or subtle factual difference.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","131","q_3dc2e4e2","Mecánica y mantenimiento","Para solucionar un incendio en una rueda con un extintor portátil de polvo, ¿qué debemos hacer?","• Atacar el incendio al comienzo del mismo. • Aplicar el extintor hasta que se apague la llama. • Extremar la precaución por la posibilidad de que reviente. • Todas las respuestas anteriores son correctas.","Tomar el incendio al comienzo del mismo.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 19% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","136","q_03d7a7ed","Mecánica y mantenimiento","Al abrir las puertas del autobús en una situación de incendio en su parte exterior, ¿qué pautas se deben seguir?","• Si el incendio es en el lado izquierdo, abrir las dos puertas. • Si el incendio es en el lado derecho, abrir solo la que esté más alejada del fuego. • Las respuestas A y C son correctas.","Si el incendio es en el lado izquierdo, abrir las dos puertas.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 33% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","141","q_3a8c925f","Seguridad vial","¿Cuál es el propósito principal de la declaración amistosa de accidentes?","Indemnizar en el menor tiempo posible a los perjudicados.","Aumentar la recaudación de impuestos.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 0%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","142","q_75d40c66","Seguridad vial","¿Qué datos deben figurar en la declaración amistosa de accidente?","• Vehículos implicados. • Conductores que intervienen. • Lugar del accidente. • Todas las respuestas anteriores son correctas.","Vehículos implicados.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 16% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","209","q_3b640446","Mecánica y mantenimiento","Según la Ley de responsabilidad civil y seguro en la circulación de vehículos a motor, la cobertura del seguro de suscripción obligatoria no alcanzará a los daños materiales ocasionados a:","los bienes de los que sea titular el propietario del vehículo causante del accidente.","las mercancías transportadas en régimen de transporte privado particular.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 0%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","216","q_85f7108f","Primeros auxilios","En caso de que haya un motorista accidentado, ¿qué no se debe hacer?","Quitarle el casco.","Moverlo en caso de peligro de atropello.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Short answers with low token overlap (0%). May be synonymous phrasing — PDF preferred but human confirmation advised.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","225","q_6a7960de","Seguridad vial","¿Quién tiene la obligación legal de actuar ante un accidente de tráfico?","• Los conductores implicados en el accidente. • Los usuarios de la vía implicados en el accidente. • Los agentes de tráfico. • Todas las respuestas anteriores son correctas.","Los conductores implicados en el accidente.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 25% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","231","q_5cf726eb","Seguridad vial","¿Qué datos se deben obtener en el escenario del accidente?","• Datos de la matrícula. • Datos del permiso de circulación. • Datos de la compañía de seguros. • Todas las respuestas anteriores son correctas.","Tomar datos de la matrícula.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 19% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","232","q_a0e0bcb6","Seguridad vial","En caso de que el motor de alguno de los vehículos implicados en un accidente continúe en marcha, ¿qué se deberá hacer?","Desconectar inmediatamente el contacto.","Desconectar el vehículo sólo cuando llegue la policía.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 13%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","305","q_d064c4ab","Mecánica y mantenimiento","En el caso de que se haya producido una avería del autobús y sea necesario un trasbordo:","los pasajeros, en caso de descender del vehículo, permanecerán fuera de la calzada.","el conductor permitirá la bajada de los pasajeros mientras intenta solucionar el incidente.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 7%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","3","q_d418535e","Normativa de transportes","¿Cuál debe de ser la actuación del conductor de una empresa de transportes en las inspecciones llevadas a cabo en carretera?","• Facilitar la inspección del vehículo y sus aparatos de control. • Facilitar la inspección de la carga o pasaje transportado. • Facilitar el examen de los documentos y facturas relacionadas con el transporte. • Todas las respuestas son correctas.","Facilitar la inspección del vehículo y sus aparatos de control.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 26% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","4","q_70e07174","Geral","En relación con la atención al cliente, ¿cuál de estas afirmaciones es correcta?","Se debe evitar interrumpir.","Mientras que se atiende al cliente, se puede uno distraer.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","NEEDS_EXPERT","LOW","Question asks to select from a list — pack may have had different option set. Cannot assume PDF answer maps to same option.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","5","q_3a8649e2","Geral","¿Cuál de estas afirmaciones es correcta?","• Son necesarias hojas de registro en el caso de tacógrafo analógico. • Es necesario papel para impresión en el tacógrafo digital. • Las respuestas A y C son correctas.","El accidente ""in itinere"" es el ocurrido en los desplazamientos de ida y vuelta al domicilio del trabajador.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","NEEDS_EXPERT","LOW","Question asks to select from a list — pack may have had different option set. Cannot assume PDF answer maps to same option.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","65","q_e61828ca","Normativa de transportes","¿Cuál es una infracción que puede dar lugar a la inmovilización del vehículo en los controles de carretera?","• Falta de autorización de transporte. • Manipulación del limitador de velocidad. • Manipulación del tacógrafo. • Todas las respuestas anteriores son correctas.","Falta de tarjeta de transporte.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 19% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","123","q_2cd94761","Geral","Para controlar el espacio con el vehículo de delante, es necesario:","dejar una distancia de, al menos, 2 o 3 segundos, que dé tiempo para reaccionar.","acercarse lo suficiente como para aprovecharnos del rebufo y así hacer una conducción económica.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 7%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","126","q_7d087b8a","Geral","¿Qué hay que hacer al tratar con un cliente enojado?","• Ver más allá de las formas provocadas por el enojo. • No ponerse a la defensiva y mantener la calma. • Intentar calmar el enojo. • Todas las respuestas son correctas.","Ver más allá de las formas provocadas por el enojo.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 30% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","131","q_38ab2260","Conducción racional","De las siguientes opciones, ¿cuál no puede considerarse que sea una función del conductor de autobús?","Decidir el itinerario y el número de viajeros a transportar.","Supervisar el acceso de los pasajeros al vehículo.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Very different answers (token overlap 0%). Pack answer likely wrong — PDF is authoritative source.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","140","q_b7cd6ae5","Geral","Entre las comprobaciones en el interior del vehículo está:","el buen estado de los escalones de entrada.","que el compartimento de equipajes está despejado.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Short answers with low token overlap (0%). May be synonymous phrasing — PDF preferred but human confirmation advised.","true","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","156","q_d0f6d985","Mecánica y mantenimiento","¿Dónde se colocará el distintivo de imagen corporativa que deben llevar los autobuses adscritos a líneas de titularidad estatal?","• En cada una de las puertas delanteras. • En la ventanilla posterior de cada uno de los laterales. • Bajo la luna trasera. • Todas las respuestas son correctas.","En cada una de las puertas delanteras.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","HIGH","Pack answer is 24% the length of PDF answer — likely incomplete. PDF answer preferred.","false","",""
"P1_EXACT_QUESTION_WRONG_ANSWER","157","q_20c51f87","Conducción racional","¿En qué parte del autobús aparecerá la expresión «Operado por:» y la identificación de la empresa que presta el servicio acompañando al distintivo de imagen corporativa de las líneas de titularidad estatal?","Bajo la luna trasera.","En las puertas delanteras.","PDF_AUTOESCOLA_PRIMARY","prefer_pdf_answer_review_required","ACCEPT_PDF_ANSWER","MEDIUM","Short answers with low token overlap (0%). May be synonymous phrasing — PDF preferred but human confirmation advised.","true","",""
