"pdfNumber","pdfQuestion","similarity","packId","packQuestion","pdfAnswer","packAnswer","conflictType","conflictReason"
"196","Todos los vehículos con más de nueve plazas, incluido el conductor, que realizan transporte de viajeros están obligados a:","0.8487","q_dd20e1f9","Todos los vehículos con más de nueve plazas, incluido el conductor, que realizan transporte de viajeros:","llevar tacógrafo instalado, excepto en los casos contemplados en la normativa de transportes.","están obligados a llevar tacógrafo instalado excepto en los casos contemplados en la","NEEDS_REVIEW","q_sim=0.8487_ans_sim=0.53"
"224","Según la reglamentación social europea, la parte del tiempo de conducción diaria que se realice en un país no comunitario:","1","q_d32553fd","Según la reglamentación social europea, la parte del tiempo de conducción diaria que se realice en un país no comunitario:","computa para el límite de conducción diaria.","estará incluido dentro del total de conducción diaria.","NEEDS_REVIEW","q_sim=1_ans_sim=0.51"
"235","Según la normativa laboral española, los tiempos de presencia de un conductor profesional:","0.8367","q_605a7a70","Según la normativa laboral española, ¿qué es el tiempo de presencia de los conductores profesionales?","no podrán exceder de 20 horas semanales de promedio en un período de un mes.","Estar a disposición del empresario sin prestar trabajo efectivo.","NEEDS_REVIEW","q_sim=0.8367_ans_sim=0.20"
"246","Según la reglamentación social europea, si un conductor conduce 3 horas y hace una pausa de 30 minutos, y después conduce otras 3 horas:","0.9398","q_16a01653","Según la reglamentación social europea, si un conductor conduce 3 horas y hace una pausa de 30 minutos, después conduce 3 horas:","no está haciendo la pausa correctamente, puesto que en 6 horas de conducción solo ha hecho una pausa de 30 minutos.","está haciendo la pausa correctamente.","REAL_ANSWER_CONFLICT","q_sim=0.9398_ans_sim=0.32"
"260","Según la reglamentación social europea, ¿puede un conductor iniciar un descanso semanal 5 días después del fin del anterior descanso semanal?","0.9928","q_c1d0f4f6","Según la reglamentación social europea, ¿puede un conductor iniciar un descanso semanal 7 días después del fin del anterior descanso semanal?","Sí.","No, puesto que debería iniciarlo antes de concluir el sexto día.","REAL_ANSWER_CONFLICT","q_sim=0.9928_ans_sim=0.03"
"268","Después de tomar un período de vacaciones, ¿qué debe llevar a bordo del vehículo el conductor?","1","q_ad426134","Después de tomar un periodo de vacaciones, ¿qué debe llevar a bordo del vehículo el conductor?","• Un certificado de actividades para poder justificar las actividades de los últimos 28 días. • Un certificado de actividades para poder justificar las actividades de los últimos 3 meses. • Un justificante de la empresa que indique las fechas. • Ninguno de los documentos anteriores.","Un certificado de actividades para poder justificar las actividades de los últimos 28 días.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.32"
"297","¿Cuál de los siguientes transportes no está obligado al uso del tacógrafo?","1","q_cd250aea","¿Cuál de los siguientes transportes no está obligado al uso del tacógrafo?","• El transporte efectuado mediante vehículos que se sometan a pruebas en carretera con fines de mejora técnica. • El transporte efectuado mediante vehículos especializados en la reparación de averías cuyo radio de acción sea de 100 kilómetros alrededor de su centro de explotación. • El transporte efectuado mediante vehículos utilizados en casos de urgencia o destinados a operaciones de salvamento. • Todas las respuestas anteriores son correctas.","El transporte por carretera efectuado mediante vehículos destinados al transporte de viajeros en servicios regulares cuando el trayecto del servicio de que se trate no supere los 50 kilómetros.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"298","¿Cuál de los siguientes transportes no está obligado al uso del tacógrafo?","1","q_cd250aea","¿Cuál de los siguientes transportes no está obligado al uso del tacógrafo?","Transportes oficiales.","El transporte por carretera efectuado mediante vehículos destinados al transporte de viajeros en servicios regulares cuando el trayecto del servicio de que se trate no supere los 50 kilómetros.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"300","¿Cuál es la finalidad de la formación continua para la renovación del certificado de aptitud profesional (CAP)?","1","q_31706a1f","¿Cuál es la finalidad de la formación continua para la renovación del Certificado de Aptitud Profesional (CAP)?","Profundizar y revisar algunas de las materias impartidas en los cursos de formación inicial.","Profundizar y revisar los conocimientos adquiridos con la obtención del certificado de aptitud profesional acreditativo de la cualificación inicial.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.41"
"324","¿En qué supuestos, durante su período de validez, podrá ser retirada o suspendida la tarjeta de tacógrafo de un conductor?","0.8203","q_ff531478","¿En qué supuestos, durante su plazo de validez administrativa, podrá ser retirada o suspendida la tarjeta de tacógrafo de conductor?","Cuando se constate que el conductor utiliza una tarjeta de la que no es titular.","Cuando se constate que la tarjeta ha sido falsificada.","NEEDS_REVIEW","q_sim=0.8203_ans_sim=0.49"
"333","¿Es obligatorio que el tacógrafo analógico registre los cortes de alimentación?","1","q_78ba0c5b","¿Es obligatorio que el tacógrafo analógico registre los cortes de alimentación?","Sí, en los tacógrafos analógicos que funcionan mediante señales eléctricas transmitidas eléctricamente desde el sensor de distancia y velocidad.","Sí, pero sólo en los tacógrafos analógicos que reciben la información del sensor electrónicamente.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.39"
"340","¿De qué otra forma se llaman los punzones del tacógrafo analógico que registran los datos en los discos-diagrama?","1","q_f18b7d47","¿De qué otra forma se llaman los punzones del tacógrafo analógico que registran los datos en los discos-diagrama?","Dispositivo marcador.","Indicador de registro.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.14"
"364","Según la normativa laboral española, cuando un conductor acompaña a un vehículo en un transbordador, el tiempo empleado está considerado como:","0.8058","q_e603c42b","Según la normativa española, cuando un conductor acompaña a un vehículo en un transbordador está considerado como?","tiempo de presencia cuando se haya comunicado su duración de antemano.","tiempo de presencia.","PACK_ANSWER_TRUNCATED","pack_len=19_pdf_len=69"
"402","Un vehículo que pertenece a Correos, si no supera 7.500 kg de masa máxima autorizada y es conducido por personal de reparto, está:","0.9453","q_de3b1cdf","Un vehículo que pertenece a correos y no supera los 7.500kg de masa máxima autorizada y es conducido por personal de reparto está:","exento de utilizar el tacógrafo siempre que el transporte no supere un radio de 100 km alrededor del centro de explotación de la empresa.","exento de utilizar el tacógrafo siempre que no supere un radio de 50 km.","PACK_ANSWER_TRUNCATED","pack_len=71_pdf_len=136"
"406","Un vehículo que se dedica exclusivamente a transportar material de feria está:","1","q_7fd1026c","Un vehículo que se dedica exclusivamente a transportar material de feria está:","exento del uso de tacógrafo si se trata de un transporte privado complementario y el vehículo está especialmente acondicionado para ello.","exento del uso del tacógrafo.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.19"
"410","Un vehículo que realiza transporte privado complementario y lleva maquinaria que utiliza el conductor en el ejercicio de su profesión está:","1","q_f39d8b3e","Un vehículo que realiza transporte privado complementario y lleva maquinaria que utiliza el conductor en el ejercicio de su profesión está:","del uso de tacógrafo siempre que no supere 7.500 kg de masa máxima autorizada, se desarrolle íntegramente en un radio de 100 km alrededor del centro de explotación de la empresa y la conducción del vehículo no sea la actividad principal del conductor.","exento del uso de tacógrafo siempre que no supere los 7.500 kg de masa máxima autorizada y no supere los 50 km de radio.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.35"
"411","¿Qué vehículos están exentos del uso de tacógrafo?","1","q_e6e0c5e3","¿Qué vehículos están exentos del uso de tacógrafo?","Los vehículos destinados al transporte de mercancías dentro de un aeropuerto.","Los vehículo dedicados exclusivamente al servicio de alcantarillado.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.47"
"434","¿Cuántas horas de conducción individual son necesarias efectuar en los cursos de cualificación inicial para obtener el certificado de aptitud profesional?","1","q_0c3a0c5a","¿Cuántas horas de conducción individual son necesarias efectuar en los cursos de cualificación inicial para obtener el certificado de aptitud profesional?","20 en la modalidad ordinaria y 10 en la acelerada.","20 en la modalida","PACK_ANSWER_TRUNCATED","pack_len=17_pdf_len=49"
"435","Una vez finalizado el curso de cualificación inicial, ¿cuánto tiempo tienen los aspirantes para presentarse al examen del certificado de aptitud profesional?","0.9351","q_a43703e9","Una vez finalizado el curso de cualificación inicial, ¿cuánto tiempo tienen los aspirantes para presentarse al examen de capacitación de aptitud profesional?","un año.","6 meses desde la finalización del curso.","REAL_ANSWER_CONFLICT","q_sim=0.9351_ans_sim=0.10"
"436","¿Dónde pueden presentarse al examen los conductores que aspiren a obtener el certificado de aptitud profesional?","1","q_162a0eee","¿Dónde pueden presentarse al examen los conductores que aspiren a obtener el certificado de aptitud profesional?","• Donde hayan efectuado el curso. • Donde haga la convocatoria la Administración competente de su lugar de residencia. • Donde haga la convocatoria la Administración competente del lugar donde tenga la sede su empresa. • Todas las respuestas son verdaderas.","Donde haga la convocatoria la Administración competente de su lugar de residencia.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.32"
"479","De los siguientes vehículos, ¿cuáles están exentos de la instalación y uso del tacógrafo?","1","q_703578e6","De los siguientes vehículos, ¿cuáles están exentos de la instalación y uso del tacógrafo?","Los vehículos con una velocidad máxima autorizada no superior a 40 km/h.","Los vehículos con una velocida","PACK_ANSWER_TRUNCATED","pack_len=30_pdf_len=70"
"510","¿En qué plazo máximo deben superar el examen para la obtención del CAP los conductores que hayan realizado la formación inicial?","0.9841","q_b8850097","¿En qué plazo máximo deben superar el examen para la obtención del CAP los conductor que hayan realizado la formación inicial?","1 año.","6 meses.","REAL_ANSWER_CONFLICT","q_sim=0.9841_ans_sim=0.14"
"527","¿Cuántos modos de funcionamiento tiene un tacógrafo digital?","0.9655","q_3978d89a","¿Cuántos modos de funcionamiento tiene el tacógrafo digital?","Cuatro.","Cuatro: operativo, de control, de calibrado y de empresa.","REAL_ANSWER_CONFLICT","q_sim=0.9655_ans_sim=0.11"
"543","Los cursos de formación continua necesarios para renovar la tarjeta de cualificación de conductor se deben realizar en:","1","q_20a3d32e","Los cursos de formación continua necesarios para renovar la tarjeta de cualificación de conductor se deben realizar en:","centros de empresas CAP autorizadas.","centros autorizados por la administración competente.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"546","En 4 horas y media de conducción, el conductor debe efectuar:","1","q_c4715a4f","En 4 horas y media de conducción, el conductor debe efectuar:","una pausa de, al menos, 15 minutos seguida de otra de, al menos, 30 minutos, intercaladas en el periodo de conducción.","una pausa de al menos 15 minutos intercalada en el periodo de conducción, seguida de otro de al menos 30 minutos al final.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.43"
"551","El color de fondo predominante en la tarjeta de conductor es:","0.85","q_1f093aa9","El color predominante en la tarjeta de conductor es:","blanco.","azul.","NEEDS_REVIEW","q_sim=0.85_ans_sim=0.17"
"553","Un conductor que realice un único viaje de transporte discrecional internacional de viajeros puede posponer el descanso semanal hasta 12 jornadas desde el final del período de descanso semanal normal anterior:","0.8654","q_944ee169","Un conductor en único viaje de transporte discrecional internacional de viajeros puede posponer el descanso semanal hasta 12  jornadas desde el final del periodo de descanso semanal","si después realiza dos descansos semanales normales consecutivos o bien uno normal y uno reducido que después tendrá que recuperar.","si después realiza dos descansos semanales","PACK_ANSWER_TRUNCATED","pack_len=42_pdf_len=130"
"558","Una de las condiciones que debe cumplirse para que un conductor pueda posponer su descanso semanal hasta después de 12 períodos de 24 horas es que el transporte sea:","0.8659","q_4ad71dea","Una de las condiciones que debe cumplirse para que un conductor pueda posponer su descanso semanal hasta después de 12 períodos de 24 horas es:","discrecional internacional.","que el transporte sea discrecional internacional.","NEEDS_REVIEW","q_sim=0.8659_ans_sim=0.54"
"615","¿Puede un conductor tomar el descanso semanal normal en un vehículo?","0.8182","q_a47bb80c","¿Puede un conductor tomar el descanso diario en un vehículo?","El descanso semanal normal nunca puede tomarse en el vehículo.","Si el descanso se realiza en un vehículo, éste tiene que estar estacionado y equipado para el descanso.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"616","¿Puede un conductor tomar el descanso semanal normal en un vehículo?","0.8182","q_a47bb80c","¿Puede un conductor tomar el descanso diario en un vehículo?","No.","Si el descanso se realiza en un vehículo, éste tiene que estar estacionado y equipado para el descanso.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"626","Los cursos de formación continua necesarios para renovar la tarjeta de cualificación de conductor (CAP) deben incluir:","0.8983","q_20a3d32e","Los cursos de formación continua necesarios para renovar la tarjeta de cualificación de conductor se deben realizar en:","clases presenciales.","centros autorizados por la administración competente.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"675","¿Qué vehículo está exento de usar tacógrafo?","1","q_57c2c018","¿Qué vehículo está exento de usar tacógrafo?","Un camión cuyo transporte transcurre íntegramente en la ciudad autónoma de Ceuta.","Un autocar que realiza transporte discrecional sin salir de una isla cuya superficie es inferior a 1.500 km cuadrados.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"1","¿A quién causan un perjuicio económico los accidentes laborales?","0.9839","q_c3025930","¿A quién causa un perjuicio económico los accidentes laborales?","• Al trabajador. • A la empresa del trabajador. • Al conjunto de la sociedad. • Todas las respuestas anteriores son correctas.","Al trabajador.","REAL_ANSWER_CONFLICT","q_sim=0.9839_ans_sim=0.11"
"3","¿Cuál de estas afirmaciones no es correcta?","1","q_a15908f4","¿Cuál de estas afirmaciones no es correcta?","No debe extremarse la precaución en las operaciones de carga y descarga.","Los riesgos de accidente no desaparecen al bajar del vehículo.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"7","¿Qué podemos decir de las lesiones traumáticas?","1","q_3dfa148d","¿Qué podemos decir de las lesiones traumáticas?","• Que tienen un origen violento. • Que tienen como protagonista principal un elemento externo. • Que los conductores profesionales están expuestos a ellas. • Todas las respuestas anteriores son correctas.","Que tienen un origen violento.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.14"
"8","¿Qué se incluye en la categoría de accidentes de trabajo?","1","q_a8bdcb29","¿Qué se incluye en la categoría de accidentes de trabajo?","• Los accidentes laborales. • Los accidentes ""in itinere"". • Las enfermedades padecidas con anterioridad al accidente que se agraven como consecuencia del mismo. • Todas las respuestas anteriores son correctas.","Los accidentes laborales.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.12"
"9","¿Qué son enfermedades profesionales?","1","q_c4005807","¿Qué son enfermedades profesionales?","• Aquellas que presentan relación con una determinada rama de actividad. • Aquellas que tienen un nivel alto de ocurrencia entre los trabajadores de una rama de actividad. • Las respuestas A y C son correctas.","Aquellas que presentan relación con una determinada rama de actividad.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.33"
"10","¿Qué son lesiones traumáticas?","1","q_99ecdb0f","¿Qué son lesiones traumáticas?","• Las de origen violento. • Las que aparece como protagonista principal un elemento externo. • Las respuestas B y C son correctas.","Las de origen no violento.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.18"
"12","Entre los tipos de accidente laboral que tienen los trabajadores de empresas de transporte, ¿cuáles son los que con más frecuencia tienen consecuencias mortales?","1","q_cd4a9d06","Entre los tipos de accidente laboral que tienen los trabajadores de empresas de transporte, ¿cuáles son los que con más frecuencia tienen consecuencias mortales?","• Los atropellos. • Las caídas de personas a diferente nivel. • Las respuestas A y C son correctas.","Los atropellos.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.15"
"14","Es un elemento imprescindible de un sistema de prevención:","1","q_902fd886","Es un elemento imprescindible de un sistema de prevención:","• la formación de los trabajadores sobre los riesgos que conlleva su tarea. • la información de los trabajadores sobre los riesgos que conlleva su tarea. • Las respuestas A y B son correctas.","la formación de los trabajadores sobre los riesgos que conlleva su tarea.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.38"
"15","La caída de los objetos al manipularlos puede venir derivada de:","1","q_698a97a1","La caída de los objetos al manipularlos puede venir derivada de:","un apilamiento incorrecto.","una carga adecuada de la maquinaria que efectúa la manipulación.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.22"
"16","La fatiga y el estrés en la actividad de transporte se produce por:","0.9851","q_9fcb2fee","La fatiga y el estrés en la actividad del transporte se produce por:","• la prolongación de la jornada. • circunstancias del tráfico. • la responsabilidad añadida como consecuencia del objeto transportado. • Todas las respuestas anteriores son correctas.","la prolongación de la jornada.","REAL_ANSWER_CONFLICT","q_sim=0.9851_ans_sim=0.16"
"19","Las actividades de prevención de riesgos laborales son una obligación para:","1","q_16350c72","Las actividades de prevención de riesgos laborales son una obligación para:","• los trabajadores. • los empresarios. • Las respuestas A y B son correctas.","los trabajadores.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.22"
"21","Las descargas eléctricas en trabajadores del sector del transporte pueden venir","0.8587","q_6f29b087","Las descargas eléctricas en trabajadores del sector del transporte pueden venir derivadas de:","derivadas de: • conexiones inadecuadas. • cables y enchufes defectuosos. • contacto de la carga del vehículo con tendidos eléctricos. • Todas las respuestas anteriores son correctas.","conexiones inadecuadas.","NEEDS_REVIEW","q_sim=0.8587_ans_sim=0.12"
"22","Las lesiones derivadas de un sobreesfuerzo en el trabajo pueden ser producidas","0.9512","q_e036b563","Las lesiones derivadas de un sobreesfuerzo en el trabajo pueden ser producidas por:","por: • movimientos repetitivos. • posturas de trabajo incorrectas. • manipulación inadecuada de la carga. • Todas las respuestas anteriores son correctas.","movimientos repetitivos.","REAL_ANSWER_CONFLICT","q_sim=0.9512_ans_sim=0.15"
"23","Las causas de los incendios en los vehículos suelen estar relacionadas con:","1","q_5ff20896","Las causas de los incendios en los vehículos suelen estar relacionadas con:","• circuitos eléctricos de los vehículos en mal estado. • fugas de combustible. • calentamiento del motor. • Todas las respuestas anteriores son correctas.","circuitos eléctricos de los vehículos en mal estado.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.34"
"24","Las empresas de transporte, al tomar medidas preventivas adecuadas, producen una serie de efectos positivos adicionales. ¿Cuál es uno de ellos?","1","q_5a96f3a6","Las empresas de transporte, al tomar medidas preventivas adecuadas, producen una serie de efectos positivos adicionales. ¿Cuál es uno de ellos?","• Mayor motivación de los trabajadores. • Mejores relaciones laborales. • Incremento de la satisfacción en el puesto de trabajo. • Todas las respuestas anteriores son correctas.","Mayor motivación de los trabajadores.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.21"
"30","Los golpes con herramientas y otros objetos pueden ser consecuencia de:","1","q_e861f0a6","Los golpes con herramientas y otros objetos pueden ser consecuencia de:","herramientas defectuosas o desgastadas.","herramientas apropiadas para la tarea.","NEEDS_REVIEW","q_sim=1_ans_sim=0.50"
"31","Los movimientos rutinarios y repetidos de subir o bajar del vehículo:","1","q_5fc69cc5","Los movimientos rutinarios y repetidos de subir o bajar del vehículo:","• se pueden convertir en motivo de lesiones. • se pueden convertir en motivo de accidentes. • Las respuestas A y B son correctas.","se pueden convertir en motivo de lesiones.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.33"
"34","En las estadísticas de accidentes de tráfico, el índice de mortalidad hace referencia al número:","1","q_b0471c79","En las estadísticas de accidentes de tráfico, el índice de mortalidad hace referencia al número :","de fallecidos respecto del número de kilómetros recorridos.","de accidentes con víctimas por cada 100 millones de km recorridos.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.38"
"35","El transporte por carretera es una actividad productiva caracterizada por el","0.9605","q_a68cced2","El transporte por carretera es una actividad productiva caracterizada por:","trabajo: • a ritmos acelerados. • sometido a excesos de responsabilidad. • Las respuestas A y C son correctas.","ser un trabajo a ritmos acelerados.","REAL_ANSWER_CONFLICT","q_sim=0.9605_ans_sim=0.19"
"42","Para que una dolencia sea considerada enfermedad profesional:","1","q_7a785f08","Para que una dolencia sea considerada enfermedad profesional:","• debe estar expresamente reconocida como tal por las autoridades sanitarias. • debe aparecer incluida en el cuadro que aprueban las autoridades sanitarias a tales efectos. • Las respuestas A y B son correctas.","debe estar expresamente reconocida como tal por las autoridades sanitarias.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.36"
"46","Una finalidad de las actividades de prevención de riesgos laborales es:","1","q_18ffe40d","Una finalidad de las actividades de prevención de riesgos laborales es:","• detectar y evaluar los riesgos que no son evitables. • evitar los riesgos evitables. • Las respuestas B y C son correctas.","evitar los riesgos que son inevitables.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.29"
"52","¿Cuáles de los siguientes accidentes de trabajo en el sector del transporte están considerados como accidentes con forma no traumática?","1","q_5a2abd18","¿Cuáles de los siguientes accidentes de trabajo en el sector del transporte están considerados como accidentes con forma no traumática?","Infartos.","Enfermedades cardiovasculares.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"53","¿Cuáles de los siguientes accidentes de trabajo en el sector del transporte están considerados como accidentes con forma no traumática?","1","q_5a2abd18","¿Cuáles de los siguientes accidentes de trabajo en el sector del transporte están considerados como accidentes con forma no traumática?","Derrames cerebrales.","Enfermedades cardiovasculares.","WRONG_MATCH_VARIANT","packId_shared_by_3_pdf_questions"
"63","¿Cuál de los siguientes no es uno de los riesgos principales de la actividad del transporte?","0.8878","q_54e073ec","¿Cuál de las siguientes respuestas es uno de los riesgos principales de la actividad del transporte?","Pancreatitis.","Accidentes de tráfico.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"65","¿Cuál de los siguientes no es uno de los riesgos principales de la actividad del transporte?","0.8878","q_54e073ec","¿Cuál de las siguientes respuestas es uno de los riesgos principales de la actividad del transporte?","Problemas estomacales.","Accidentes de tráfico.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"87","En el sector del transporte, ¿cuál de los siguientes accidentes de trabajo es más frecuente?","1","q_95f93a4f","En el sector del transporte, ¿cuál de los siguientes accidentes de trabajo es más frecuente?","Golpes con herramientas y otros objetos.","Atropellos por vehículos y maquinaria auxiliar.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.24"
"127","Se puede considerar como accidentes de trabajo con forma no traumática a:","1","q_1e75018b","Se puede considerar como accidentes de trabajo con forma no traumática a:","• las enfermedades cardiovasculares. • las enfermedades cerebrovasculares. • los derrames cerebrales. • Todas las respuestas anteriores son correctas.","las enfermedades cardiovasculares.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.23"
"130","El ejercicio físico habitual es especialmente recomendable para:","1","q_94e576b7","El ejercicio físico habitual es especialmente recomendable para:","prevenir enfermedades cardiovasculares.","evitar decisiones incorrectas en la conducción.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"131","El ejercicio físico habitual es especialmente recomendable para:","1","q_94e576b7","El ejercicio físico habitual es especialmente recomendable para:","los conductores profesionales ya que pasan muchas horas de su jornada sentados.","evitar decisiones incorrectas en la conducción.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"141","¿Cuál de las siguientes enfermedades no está reconocida como enfermedad profesional en el sector del transporte?","1","q_4832fca1","¿Cuál de las siguientes enfermedades no está reconocida como enfermedad profesional en el sector del transporte?","Parálisis facial.","Tortícolis producida por mirar al retrovisor externo con frecuencia.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.16"
"143","¿Cuál de los siguientes vehículos se ve con más frecuencia implicado en accidentes de tráfico?","1","q_2aa0c268","¿Cuál de los siguientes vehículos se ve con más frecuencia implicado en accidentes de tráfico?","Vehículo de mercancías de más de 3.500 kg.","Camión de menos de 3.500 kg.","WRONG_MATCH_VARIANT","packId_shared_by_2_pdf_questions"
"147","¿Cuáles de los siguientes tipos de accidente es frecuente que afecte a los trabajadores de empresas de transporte?","0.9912","q_94c7e4a3","¿Cuáles de los siguientes tipos de accidente es frecuente que afecten a los trabajadores de empresas de transporte?","• Caída de personas a distinto nivel. • Atropellos por vehículos y maquinaria auxiliar. • Exposición continuada a vibraciones. • Todas las respuestas anteriores son correctas.","Caída de personas a distinto nivel.","REAL_ANSWER_CONFLICT","q_sim=0.9912_ans_sim=0.20"
"157","¿Cuáles de los siguientes son accidentes con forma no traumática?","0.9692","q_04471f99","¿Cuáles de los siguientes son accidentes con formas no traumáticas?","• Los infartos. • Los derrames cerebrales. • Las respuestas A y B son correctas.","Los infartos.","REAL_ANSWER_CONFLICT","q_sim=0.9692_ans_sim=0.16"
"159","¿Cuáles son los principales riesgos asociados a la actividad de transporte?","1","q_ab596b3c","¿Cuáles son los principales riesgos asociados a la actividad de transporte?","Accidentes en operaciones de carga y descarga y de mantenimiento de los vehículos.","Los accidentes derivados del transporte de mercancías perecederas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.35"
"162","¿Cuál de los siguientes es un accidente laboral que afecta a los trabajadores de empresas de transporte?","1","q_e541d179","¿Cuál de los siguientes es un accidente laboral que afecta a los trabajadores de empresas de transporte?","• Sobreesfuerzos. • Caída de personas al mismo nivel. • Exposición continuada a vibraciones. • Todas las respuestas anteriores son correctas.","Sobreesfuerzos.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.10"
"163","¿Cuál es una enfermedad profesional reconocida en el sector transporte?","1","q_20905ed9","¿Cuál es una enfermedad profesional reconocida en el sector transporte?","• Sordera provocada por el ruido. • Enfermedades osteoarticulares por vibraciones mecánicas. • Las respuestas A y B son correctas.","Sordera provocada por el ruido.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.24"
"171","¿Cuál puede ser la causa de un accidente producido por una descarga eléctrica?","1","q_5b0ac493","¿Cuál puede ser la causa de un accidente producido por una descarga eléctrica?","• Cables y enchufes defectuosos. • Contacto de la carga del vehículo con tendidos eléctricos. • Las respuestas A y C son correctas.","Cables y enchufes defectuosos.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.23"
"172","¿Cuándo existe riesgo de accidente para un conductor?","0.8824","q_d5dda52e","¿Cuándo hay riesgo de accidente para un conductor?","• Conduciendo. • En las operaciones de carga. • En las operaciones de descarga. • Todas las respuestas anteriores son correctas.","Conduciendo.","NEEDS_REVIEW","q_sim=0.8824_ans_sim=0.09"
"176","¿Qué conductas pueden dar lugar a problemas de salud?","1","q_006b2ec9","¿Qué conductas pueden dar lugar a problemas de salud?","• Mantenimiento continuado de posturas sedentarias y forzadas. • Alteraciones de los ritmos de la digestión. • Alteraciones de los ritmos del sueño. • Todas las respuestas anteriores son correctas.","Mantenimiento continuado de posturas sedentarias y forzadas.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.31"
"177","Si no hay colisión, ¿cuándo se considera implicado un vehículo en un accidente de circulación?","1","q_ebb8c740","Si no hay colisión, ¿cuándo se considera implicado un vehículo en un accidente de circulación?","• Cuando, como consecuencia del accidente, ha resultado muerto o herido el conductor. • Cuando ha estado parado de forma peligrosa, de modo que ha constituido uno de los factores del accidente. • Cuando el comportamiento del conductor es uno de los factores que ha provocado el accidente. • Todas las respuestas anteriores son correctas.","Cuando, como consecuencia del accidente, ha resultado muerto o herido el conductor.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.27"
"227","¿Cuál es la finalidad de las actividades de prevención de riesgos laborales?","1","q_a57712f8","¿Cuál es la finalidad de las actividades de prevención de riesgos laborales?","Evitar los riesgos que son evitables y evaluar los que no lo son.","Evitar las enfermedades profesionales.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.34"
"236","¿Qué factores pueden producir estrés en el conductor profesional?","1","q_7dd49541","¿Qué factores pueden producir estrés en el conductor profesional?","La necesidad de cumplir los horarios preestablecidos.","Cumplir los tiempos de conducción y descanso.","REAL_ANSWER_CONFLICT","q_sim=1_ans_sim=0.21"
"238","En las estadísticas de accidentes de circulación, el índice de peligrosidad hace referencia:","1","q_97c2aa7a","En las estadísticas de accidentes de circulación, el índice de peligrosidad hace referencia:","al número de accidentes con víctimas respecto del número de kilómetros recorridos.","al número de fallecidos por cada 100 millones de km recorridos.","NEEDS_REVIEW","q_sim=1_ans_sim=0.51"
