"pdfNumber","pdfQuestion","pdfAnswer","packId","packQuestion","packCorrect","similarity"
"124","¿Qué riesgo para la conducción aumenta cuando aparece la nieve en la calzada?","• Menor adherencia. • Menor visibilidad. • Ocultación de las señales. • Todas las respuestas anteriores son correctas.","q_2760112b","¿Qué riesgo para la conducción aumenta cuando aparece la nieve en la calzada?","Menor adherencia.","1"
"132","¿Cuál es la principal consecuencia que tiene la niebla en la conducción?","La pérdida de visibilidad.","q_2c51087a","¿Cuál es la principal consecuencia que tiene la niebla durante la conducción?","La formación de zonas inundadas.","0.92"
"134","¿Por qué es importante aumentar la distancia de seguridad en caso de niebla?","• Por la posibilidad de patinar. • Por no verse el espacio de delante del vehículo. • Por tener más tiempo para frenar. • Todas las respuestas anteriores son correctas.","q_b6658984","¿Por qué es importante aumentar la distancia de seguridad en caso de niebla?","Por la posibilidad de patinar.","1"
"141","Es una característica de la conducción defensiva:","mantener distancia de seguridad y reacción.","q_05c15bcc","Es una característica de la conducción defensiva:","confiar siempre en la actuación de los demás.","1"
"149","Ante la posible presencia de hielo, ¿qué zonas se deben evitar?","Las zonas sombrías.","q_4ffac97c","Ante la posible presencia de hielo, ¿qué zonas se deben evitar?","Zonas de gran arboleda.","1"
"150","La existencia de nieve, ¿qué peligro supone para la conducción?","• Menor adherencia. • Menor visibilidad. • Ocultación de elementos de señalización básicos. • Todas las respuestas son correctas.","q_c6fb713c","La existencia de nieve, ¿qué peligro supone para la conducción?","Menor adherencia.","1"
"161","¿Qué se deberá tener en cuenta respecto a la utilización del cinturón de seguridad?","Que debe llevarse correctamente abrochado, bien reglado y ajustado al cuerpo sin holgura.","q_4f866133","¿Qué se deberá tener en cuenta respecto a la utilización del cinturón de seguridad?","Que es obligatorio para el conductor y los pasajeros de más de tres años de los asientos equipados de los vehículos destinados al transporte de personas de más de nueve plazas, incluido el conductor.","1"
"310","Entre los condicionantes internos de la conducción se incluye:","la percepción del riesgo.","q_3edb22ce","Entre los condicionantes internos de la conducción se incluye:","el aprendizaje.","1"
"6","¿Cómo pueden demostrar los conductores profesionales de otros países, que efectúen transportes en España, que cumplen los requisitos de formación y cualificación exigidos por la normativa?","• Con el permiso de conducción de modelo comunitario que lleve el código armonizado correspondiente inscrito en él. • Con la tarjeta de cualificación del conductor, en la que constará el código comunitario correspondiente. • Con el certificado de conductor de terceros países previsto en el Reglamento (CE) 1072/2009, si incluye el código correspondiente. • Todas las respuestas anteriores son correctas.","q_a54ebeda","¿Cómo pueden demostrar los conductores profesionales de terceros países que efectúen transportes en España que cumplen los requisitos de formación y cualificación exigidos por la normativa?","Con el permiso de conducción de modelo comunitario, con el código comunitario inscrito en él.","0.9733"
"8","¿Cómo puede realizarse el curso de formación continua para la renovación de la tarjeta de cualificación del conductor?","En diversos períodos discontinuos, siempre que estos se impartan por una misma empresa autorizada, dentro de un mismo año natural y ninguno de ellos tenga una duración inferior a 7 horas, pudiendo dividirse en dos días consecutivos.","q_bc539297","¿Cómo puede realizarse el curso de formación continua para la renovación de la tarjeta de cualificación del conductor?","En un único periodo de 35 horas de duración.","1"
"21","¿Cuál de las siguientes afirmaciones es correcta respecto a cómo puede tomarse el período de descanso diario normal?","Puede ser de 11 horas consecutivas o dividido en dos períodos, el primero de los cuales deberá tener una duración ininterrumpida mínima de 3 horas y el segundo una duración ininterrumpida mínima de 9 horas.","q_2e462af3","¿Cuál de las siguientes afirmaciones es correcta respecto a cómo puede tomarse el periodo de descanso diario normal?","Exclusivamente puede ser de 11 horas consecutivas.","1"
"24","¿Qué datos registra automáticamente el tacógrafo?","La velocidad.","q_8820cace","¿Qué datos registra automáticamente el tacógrafo?","Datos de la marcha de los vehículos y de determinados tiempos de trabajo de los conductores.","1"
"25","¿Qué datos registra automáticamente el tacógrafo?","La distancia recorrida.","q_8820cace","¿Qué datos registra automáticamente el tacógrafo?","Datos de la marcha de los vehículos y de determinados tiempos de trabajo de los conductores.","1"
"39","¿Se considera infracción que un conductor prolongue su jornada diaria de conducción hasta alcanzar 10 horas 30 minutos?","Sí, aunque excepcionalmente, por motivos de seguridad, se permite llegar a un punto de parada adecuado.","q_9f43ad6d","¿Se considera infracción que un conductor prolongue su jornada diaria de conducción hasta alcanzar 10 horas?","Sí, si lo hace más de dos veces a la semana.","0.906"
"43","En un vehículo provisto de tacógrafo analógico, ¿qué deberá estar en disposición de presentar el conductor a los agentes de control, referido al día en curso y los 28 días anteriores?","Los discos-diagrama utilizados por el conductor en ese período y la tarjeta de conductor si posee una.","q_8fc05943","En un vehículo provisto de tacógrafo analógico, ¿qué deberá estar en disposición de representar el conductor a los agentes de control, y siempre referido al día en curso y los 28 días anteriores?","Sólo está obligado a presentar los discos-diagramas y no la tarjeta de conductor puesto que el tacógrafo es analógico.","0.9372"
"45","La descarga de datos de las tarjetas de tacógrafo de los conductores deberá hacerse, al menos:","cada 28 días con actividad registrada.","q_eba7fa9c","La descarga de datos de las tarjetas de tacógrafos de los conductores deberá hacerse, al menos,:","cada 31 días.","0.9892"
"60","Cuando se efectúa un descanso semanal reducido, el Reglamento (CE) 561/2006 obliga a compensar el tiempo restante. ¿Cómo debe realizarse esa compensación?","• Deberá tomarse la compensación junto con otro período de descanso de, al menos, nueve horas. • Se compensará con un descanso equivalente tomado en una sola vez antes de finalizar la tercera semana siguiente a la semana de que se trate. • Las respuestas B y C son correctas.","q_84ac6edf","Cuando se efectúa un descanso semanal reducido, el Reglamento Comunitario 561/2006 obliga a compensar el tiempo restante. ¿Cómo debe realizarse esa compensación?","Deberá tomarse la compensación antes de que finalice la semana en curso.","0.9359"
"87","En caso de avería o mal funcionamiento del tacógrafo analógico, el conductor:","indicará los bloques de tiempos en una hoja, que adjuntará a los discos-diagrama, y seguirá trabajando.","q_62d9d5e4","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato:","será reparado tan pronto lo permitan las circunstancias.","0.8"
"88","En caso de avería o mal funcionamiento del tacógrafo analógico, el conductor:","anotará los datos relativos a los bloques de tiempos en la hoja de registro o en una hoja al efecto, que deberá adjuntar a la hoja de registro.","q_62d9d5e4","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato:","será reparado tan pronto lo permitan las circunstancias.","0.8"
"90","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato será:","reparado en el camino si el regreso a los locales de la empresa va a tardar más de una semana desde el día de la avería.","q_62d9d5e4","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato:","será reparado tan pronto lo permitan las circunstancias.","0.9342"
"91","En caso de avería o mal funcionamiento del tacógrafo digital, el conductor:","indicará los bloques de tiempos en una hoja al efecto, que adjuntará a la tarjeta, y seguirá trabajando.","q_62d9d5e4","En caso de avería o mal funcionamiento del tacógrafo digital, el aparato:","será reparado tan pronto lo permitan las circunstancias.","0.9041"
"94","En el transcurso de dos semanas consecutivas, el conductor tendrá que tomar:","• dos períodos de descanso semanal normal. • un período de descanso semanal normal y un período de descanso semanal reducido de, al menos, 24 horas. • Las respuestas A y B son correctas.","q_6244d1d7","En el transcurso de dos semanas consecutivas, el conductor tendrá que tomar al menos:","dos periodos de descanso semanal normal.","0.8916"
"107","En relación con la cualificación inicial y la formación continua de los conductores, ¿en qué registro se anota la expedición del correspondiente certificado de aptitud profesional (CAP)?","En el Registro de Empresas y Actividades de Transporte.","q_9b23cd45","En relación con la cualificación inicial y la formación continua de los conductores, ¿en qué registro se anota la expedición del correspondiente Certificado de Aptitud Profesional (CAP)?","En el Registro General del CAP.","1"
"132","Si, en un control en carretera, los agentes encargados del control detectan durante su comisión un exceso de conducción diario considerado grave, ¿qué deberán hacer?","Proceder a denunciar la correspondiente infracción y a inmovilizar el vehículo hasta que el conductor realice el descanso obligatorio.","q_8287704e","Si, en un control en carretera, los agentes encargados del control detectan durante su comisión un exceso de conducción diario considerado grave, ¿qué deberán hacer?","Proceder a denunciar la correspondiente infracción.","1"
"135","Si un conductor conduce durante varias jornadas un vehículo no sujeto al Reglamento Comunitario 561/2006 y en una jornada posterior conduce un vehículo que sí está incluido en su ámbito de aplicación, ¿cómo deberá justificar las jornadas en las que efectuó conducciones en vehículos excluidos de su ámbito de aplicación?","Realizando entradas manuales y registrando dichas jornadas como ""otro trabajo"".","q_5e55fd88","Si un conductor conduce durante varias jornadas un vehículo no sujeto al Reglamento Comunitario 561/2006 y en una jornada posterior conduce un vehículo que sí está incluido en su ámbito de aplicación, ¿cómo deberá justificar las jornadas en las que efectuó conducciones en vehículos excluidos de su ámbito de aplicación?","Con el certificado de actividades cumplimentado.","1"
"163","¿Cuál de los siguientes vehículos está exento del uso de tacógrafo?","Un autocar dedicado exclusivamente a la donación de sangre.","q_2ee8548d","¿Cuál de los siguientes vehículos está exento del uso del tacógrafo?","Vehículos cuya velocidad máxima no supere los 40 km/h.","0.9848"
"165","¿Qué autocar está exento de la utilización del tacógrafo?","Un autocar de la Guardia Civil para el transporte de su personal.","q_909304b8","¿Qué autocar está exento de la utilización del tacógrafo?","Un autocar de la Guardia Civil.","1"
"168","¿Qué vehículo está exento de usar el tacógrafo?","Un autocar de una autoescuela dedicado a la formación de alumnos para obtener el permiso de conducción, equipado de modo específico para ello.","q_57c2c018","¿Qué vehículo está exento de usar tacógrafo?","Un autocar que realiza transporte discrecional sin salir de una isla cuya superficie es inferior a 1.500 km cuadrados.","0.9333"
"196","Todos los vehículos con más de nueve plazas, incluido el conductor, que realizan transporte de viajeros están obligados a:","llevar tacógrafo instalado, excepto en los casos contemplados en la normativa de transportes.","q_dd20e1f9","Todos los vehículos con más de nueve plazas, incluido el conductor, que realizan transporte de viajeros:","están obligados a llevar tacógrafo instalado excepto en los casos contemplados en la","0.8487"
"224","Según la reglamentación social europea, la parte del tiempo de conducción diaria que se realice en un país no comunitario:","computa para el límite de conducción diaria.","q_d32553fd","Según la reglamentación social europea, la parte del tiempo de conducción diaria que se realice en un país no comunitario:","estará incluido dentro del total de conducción diaria.","1"
"235","Según la normativa laboral española, los tiempos de presencia de un conductor profesional:","no podrán exceder de 20 horas semanales de promedio en un período de un mes.","q_605a7a70","Según la normativa laboral española, ¿qué es el tiempo de presencia de los conductores profesionales?","Estar a disposición del empresario sin prestar trabajo efectivo.","0.8367"
"246","Según la reglamentación social europea, si un conductor conduce 3 horas y hace una pausa de 30 minutos, y después conduce otras 3 horas:","no está haciendo la pausa correctamente, puesto que en 6 horas de conducción solo ha hecho una pausa de 30 minutos.","q_16a01653","Según la reglamentación social europea, si un conductor conduce 3 horas y hace una pausa de 30 minutos, después conduce 3 horas:","está haciendo la pausa correctamente.","0.9398"
"260","Según la reglamentación social europea, ¿puede un conductor iniciar un descanso semanal 5 días después del fin del anterior descanso semanal?","Sí.","q_c1d0f4f6","Según la reglamentación social europea, ¿puede un conductor iniciar un descanso semanal 7 días después del fin del anterior descanso semanal?","No, puesto que debería iniciarlo antes de concluir el sexto día.","0.9928"
"268","Después de tomar un período de vacaciones, ¿qué debe llevar a bordo del vehículo el conductor?","• Un certificado de actividades para poder justificar las actividades de los últimos 28 días. • Un certificado de actividades para poder justificar las actividades de los últimos 3 meses. • Un justificante de la empresa que indique las fechas. • Ninguno de los documentos anteriores.","q_ad426134","Después de tomar un periodo de vacaciones, ¿qué debe llevar a bordo del vehículo el conductor?","Un certificado de actividades para poder justificar las actividades de los últimos 28 días.","1"
"297","¿Cuál de los siguientes transportes no está obligado al uso del tacógrafo?","• El transporte efectuado mediante vehículos que se sometan a pruebas en carretera con fines de mejora técnica. • El transporte efectuado mediante vehículos especializados en la reparación de averías cuyo radio de acción sea de 100 kilómetros alrededor de su centro de explotación. • El transporte efectuado mediante vehículos utilizados en casos de urgencia o destinados a operaciones de salvamento. • Todas las respuestas anteriores son correctas.","q_cd250aea","¿Cuál de los siguientes transportes no está obligado al uso del tacógrafo?","El transporte por carretera efectuado mediante vehículos destinados al transporte de viajeros en servicios regulares cuando el trayecto del servicio de que se trate no supere los 50 kilómetros.","1"
"298","¿Cuál de los siguientes transportes no está obligado al uso del tacógrafo?","Transportes oficiales.","q_cd250aea","¿Cuál de los siguientes transportes no está obligado al uso del tacógrafo?","El transporte por carretera efectuado mediante vehículos destinados al transporte de viajeros en servicios regulares cuando el trayecto del servicio de que se trate no supere los 50 kilómetros.","1"
"300","¿Cuál es la finalidad de la formación continua para la renovación del certificado de aptitud profesional (CAP)?","Profundizar y revisar algunas de las materias impartidas en los cursos de formación inicial.","q_31706a1f","¿Cuál es la finalidad de la formación continua para la renovación del Certificado de Aptitud Profesional (CAP)?","Profundizar y revisar los conocimientos adquiridos con la obtención del certificado de aptitud profesional acreditativo de la cualificación inicial.","1"
"324","¿En qué supuestos, durante su período de validez, podrá ser retirada o suspendida la tarjeta de tacógrafo de un conductor?","Cuando se constate que el conductor utiliza una tarjeta de la que no es titular.","q_ff531478","¿En qué supuestos, durante su plazo de validez administrativa, podrá ser retirada o suspendida la tarjeta de tacógrafo de conductor?","Cuando se constate que la tarjeta ha sido falsificada.","0.8203"
"333","¿Es obligatorio que el tacógrafo analógico registre los cortes de alimentación?","Sí, en los tacógrafos analógicos que funcionan mediante señales eléctricas transmitidas eléctricamente desde el sensor de distancia y velocidad.","q_78ba0c5b","¿Es obligatorio que el tacógrafo analógico registre los cortes de alimentación?","Sí, pero sólo en los tacógrafos analógicos que reciben la información del sensor electrónicamente.","1"
"340","¿De qué otra forma se llaman los punzones del tacógrafo analógico que registran los datos en los discos-diagrama?","Dispositivo marcador.","q_f18b7d47","¿De qué otra forma se llaman los punzones del tacógrafo analógico que registran los datos en los discos-diagrama?","Indicador de registro.","1"
"364","Según la normativa laboral española, cuando un conductor acompaña a un vehículo en un transbordador, el tiempo empleado está considerado como:","tiempo de presencia cuando se haya comunicado su duración de antemano.","q_e603c42b","Según la normativa española, cuando un conductor acompaña a un vehículo en un transbordador está considerado como?","tiempo de presencia.","0.8058"
"402","Un vehículo que pertenece a Correos, si no supera 7.500 kg de masa máxima autorizada y es conducido por personal de reparto, está:","exento de utilizar el tacógrafo siempre que el transporte no supere un radio de 100 km alrededor del centro de explotación de la empresa.","q_de3b1cdf","Un vehículo que pertenece a correos y no supera los 7.500kg de masa máxima autorizada y es conducido por personal de reparto está:","exento de utilizar el tacógrafo siempre que no supere un radio de 50 km.","0.9453"
"406","Un vehículo que se dedica exclusivamente a transportar material de feria está:","exento del uso de tacógrafo si se trata de un transporte privado complementario y el vehículo está especialmente acondicionado para ello.","q_7fd1026c","Un vehículo que se dedica exclusivamente a transportar material de feria está:","exento del uso del tacógrafo.","1"
"410","Un vehículo que realiza transporte privado complementario y lleva maquinaria que utiliza el conductor en el ejercicio de su profesión está:","del uso de tacógrafo siempre que no supere 7.500 kg de masa máxima autorizada, se desarrolle íntegramente en un radio de 100 km alrededor del centro de explotación de la empresa y la conducción del vehículo no sea la actividad principal del conductor.","q_f39d8b3e","Un vehículo que realiza transporte privado complementario y lleva maquinaria que utiliza el conductor en el ejercicio de su profesión está:","exento del uso de tacógrafo siempre que no supere los 7.500 kg de masa máxima autorizada y no supere los 50 km de radio.","1"
"411","¿Qué vehículos están exentos del uso de tacógrafo?","Los vehículos destinados al transporte de mercancías dentro de un aeropuerto.","q_e6e0c5e3","¿Qué vehículos están exentos del uso de tacógrafo?","Los vehículo dedicados exclusivamente al servicio de alcantarillado.","1"
"434","¿Cuántas horas de conducción individual son necesarias efectuar en los cursos de cualificación inicial para obtener el certificado de aptitud profesional?","20 en la modalidad ordinaria y 10 en la acelerada.","q_0c3a0c5a","¿Cuántas horas de conducción individual son necesarias efectuar en los cursos de cualificación inicial para obtener el certificado de aptitud profesional?","20 en la modalida","1"
"435","Una vez finalizado el curso de cualificación inicial, ¿cuánto tiempo tienen los aspirantes para presentarse al examen del certificado de aptitud profesional?","un año.","q_a43703e9","Una vez finalizado el curso de cualificación inicial, ¿cuánto tiempo tienen los aspirantes para presentarse al examen de capacitación de aptitud profesional?","6 meses desde la finalización del curso.","0.9351"
"436","¿Dónde pueden presentarse al examen los conductores que aspiren a obtener el certificado de aptitud profesional?","• Donde hayan efectuado el curso. • Donde haga la convocatoria la Administración competente de su lugar de residencia. • Donde haga la convocatoria la Administración competente del lugar donde tenga la sede su empresa. • Todas las respuestas son verdaderas.","q_162a0eee","¿Dónde pueden presentarse al examen los conductores que aspiren a obtener el certificado de aptitud profesional?","Donde haga la convocatoria la Administración competente de su lugar de residencia.","1"
"479","De los siguientes vehículos, ¿cuáles están exentos de la instalación y uso del tacógrafo?","Los vehículos con una velocidad máxima autorizada no superior a 40 km/h.","q_703578e6","De los siguientes vehículos, ¿cuáles están exentos de la instalación y uso del tacógrafo?","Los vehículos con una velocida","1"
"510","¿En qué plazo máximo deben superar el examen para la obtención del CAP los conductores que hayan realizado la formación inicial?","1 año.","q_b8850097","¿En qué plazo máximo deben superar el examen para la obtención del CAP los conductor que hayan realizado la formación inicial?","6 meses.","0.9841"
"527","¿Cuántos modos de funcionamiento tiene un tacógrafo digital?","Cuatro.","q_3978d89a","¿Cuántos modos de funcionamiento tiene el tacógrafo digital?","Cuatro: operativo, de control, de calibrado y de empresa.","0.9655"
"543","Los cursos de formación continua necesarios para renovar la tarjeta de cualificación de conductor se deben realizar en:","centros de empresas CAP autorizadas.","q_20a3d32e","Los cursos de formación continua necesarios para renovar la tarjeta de cualificación de conductor se deben realizar en:","centros autorizados por la administración competente.","1"
"546","En 4 horas y media de conducción, el conductor debe efectuar:","una pausa de, al menos, 15 minutos seguida de otra de, al menos, 30 minutos, intercaladas en el periodo de conducción.","q_c4715a4f","En 4 horas y media de conducción, el conductor debe efectuar:","una pausa de al menos 15 minutos intercalada en el periodo de conducción, seguida de otro de al menos 30 minutos al final.","1"
"551","El color de fondo predominante en la tarjeta de conductor es:","blanco.","q_1f093aa9","El color predominante en la tarjeta de conductor es:","azul.","0.85"
"553","Un conductor que realice un único viaje de transporte discrecional internacional de viajeros puede posponer el descanso semanal hasta 12 jornadas desde el final del período de descanso semanal normal anterior:","si después realiza dos descansos semanales normales consecutivos o bien uno normal y uno reducido que después tendrá que recuperar.","q_944ee169","Un conductor en único viaje de transporte discrecional internacional de viajeros puede posponer el descanso semanal hasta 12  jornadas desde el final del periodo de descanso semanal","si después realiza dos descansos semanales","0.8654"
"558","Una de las condiciones que debe cumplirse para que un conductor pueda posponer su descanso semanal hasta después de 12 períodos de 24 horas es que el transporte sea:","discrecional internacional.","q_4ad71dea","Una de las condiciones que debe cumplirse para que un conductor pueda posponer su descanso semanal hasta después de 12 períodos de 24 horas es:","que el transporte sea discrecional internacional.","0.8659"
"615","¿Puede un conductor tomar el descanso semanal normal en un vehículo?","El descanso semanal normal nunca puede tomarse en el vehículo.","q_a47bb80c","¿Puede un conductor tomar el descanso diario en un vehículo?","Si el descanso se realiza en un vehículo, éste tiene que estar estacionado y equipado para el descanso.","0.8182"
"616","¿Puede un conductor tomar el descanso semanal normal en un vehículo?","No.","q_a47bb80c","¿Puede un conductor tomar el descanso diario en un vehículo?","Si el descanso se realiza en un vehículo, éste tiene que estar estacionado y equipado para el descanso.","0.8182"
"626","Los cursos de formación continua necesarios para renovar la tarjeta de cualificación de conductor (CAP) deben incluir:","clases presenciales.","q_20a3d32e","Los cursos de formación continua necesarios para renovar la tarjeta de cualificación de conductor se deben realizar en:","centros autorizados por la administración competente.","0.8983"
"675","¿Qué vehículo está exento de usar tacógrafo?","Un camión cuyo transporte transcurre íntegramente en la ciudad autónoma de Ceuta.","q_57c2c018","¿Qué vehículo está exento de usar tacógrafo?","Un autocar que realiza transporte discrecional sin salir de una isla cuya superficie es inferior a 1.500 km cuadrados.","1"
"1","¿A quién causan un perjuicio económico los accidentes laborales?","• Al trabajador. • A la empresa del trabajador. • Al conjunto de la sociedad. • Todas las respuestas anteriores son correctas.","q_c3025930","¿A quién causa un perjuicio económico los accidentes laborales?","Al trabajador.","0.9839"
"3","¿Cuál de estas afirmaciones no es correcta?","No debe extremarse la precaución en las operaciones de carga y descarga.","q_a15908f4","¿Cuál de estas afirmaciones no es correcta?","Los riesgos de accidente no desaparecen al bajar del vehículo.","1"
"7","¿Qué podemos decir de las lesiones traumáticas?","• Que tienen un origen violento. • Que tienen como protagonista principal un elemento externo. • Que los conductores profesionales están expuestos a ellas. • Todas las respuestas anteriores son correctas.","q_3dfa148d","¿Qué podemos decir de las lesiones traumáticas?","Que tienen un origen violento.","1"
"8","¿Qué se incluye en la categoría de accidentes de trabajo?","• Los accidentes laborales. • Los accidentes ""in itinere"". • Las enfermedades padecidas con anterioridad al accidente que se agraven como consecuencia del mismo. • Todas las respuestas anteriores son correctas.","q_a8bdcb29","¿Qué se incluye en la categoría de accidentes de trabajo?","Los accidentes laborales.","1"
"9","¿Qué son enfermedades profesionales?","• Aquellas que presentan relación con una determinada rama de actividad. • Aquellas que tienen un nivel alto de ocurrencia entre los trabajadores de una rama de actividad. • Las respuestas A y C son correctas.","q_c4005807","¿Qué son enfermedades profesionales?","Aquellas que presentan relación con una determinada rama de actividad.","1"
"10","¿Qué son lesiones traumáticas?","• Las de origen violento. • Las que aparece como protagonista principal un elemento externo. • Las respuestas B y C son correctas.","q_99ecdb0f","¿Qué son lesiones traumáticas?","Las de origen no violento.","1"
"12","Entre los tipos de accidente laboral que tienen los trabajadores de empresas de transporte, ¿cuáles son los que con más frecuencia tienen consecuencias mortales?","• Los atropellos. • Las caídas de personas a diferente nivel. • Las respuestas A y C son correctas.","q_cd4a9d06","Entre los tipos de accidente laboral que tienen los trabajadores de empresas de transporte, ¿cuáles son los que con más frecuencia tienen consecuencias mortales?","Los atropellos.","1"
"14","Es un elemento imprescindible de un sistema de prevención:","• la formación de los trabajadores sobre los riesgos que conlleva su tarea. • la información de los trabajadores sobre los riesgos que conlleva su tarea. • Las respuestas A y B son correctas.","q_902fd886","Es un elemento imprescindible de un sistema de prevención:","la formación de los trabajadores sobre los riesgos que conlleva su tarea.","1"
"15","La caída de los objetos al manipularlos puede venir derivada de:","un apilamiento incorrecto.","q_698a97a1","La caída de los objetos al manipularlos puede venir derivada de:","una carga adecuada de la maquinaria que efectúa la manipulación.","1"
"16","La fatiga y el estrés en la actividad de transporte se produce por:","• la prolongación de la jornada. • circunstancias del tráfico. • la responsabilidad añadida como consecuencia del objeto transportado. • Todas las respuestas anteriores son correctas.","q_9fcb2fee","La fatiga y el estrés en la actividad del transporte se produce por:","la prolongación de la jornada.","0.9851"
"19","Las actividades de prevención de riesgos laborales son una obligación para:","• los trabajadores. • los empresarios. • Las respuestas A y B son correctas.","q_16350c72","Las actividades de prevención de riesgos laborales son una obligación para:","los trabajadores.","1"
"21","Las descargas eléctricas en trabajadores del sector del transporte pueden venir","derivadas de: • conexiones inadecuadas. • cables y enchufes defectuosos. • contacto de la carga del vehículo con tendidos eléctricos. • Todas las respuestas anteriores son correctas.","q_6f29b087","Las descargas eléctricas en trabajadores del sector del transporte pueden venir derivadas de:","conexiones inadecuadas.","0.8587"
"22","Las lesiones derivadas de un sobreesfuerzo en el trabajo pueden ser producidas","por: • movimientos repetitivos. • posturas de trabajo incorrectas. • manipulación inadecuada de la carga. • Todas las respuestas anteriores son correctas.","q_e036b563","Las lesiones derivadas de un sobreesfuerzo en el trabajo pueden ser producidas por:","movimientos repetitivos.","0.9512"
"23","Las causas de los incendios en los vehículos suelen estar relacionadas con:","• circuitos eléctricos de los vehículos en mal estado. • fugas de combustible. • calentamiento del motor. • Todas las respuestas anteriores son correctas.","q_5ff20896","Las causas de los incendios en los vehículos suelen estar relacionadas con:","circuitos eléctricos de los vehículos en mal estado.","1"
"24","Las empresas de transporte, al tomar medidas preventivas adecuadas, producen una serie de efectos positivos adicionales. ¿Cuál es uno de ellos?","• Mayor motivación de los trabajadores. • Mejores relaciones laborales. • Incremento de la satisfacción en el puesto de trabajo. • Todas las respuestas anteriores son correctas.","q_5a96f3a6","Las empresas de transporte, al tomar medidas preventivas adecuadas, producen una serie de efectos positivos adicionales. ¿Cuál es uno de ellos?","Mayor motivación de los trabajadores.","1"
"30","Los golpes con herramientas y otros objetos pueden ser consecuencia de:","herramientas defectuosas o desgastadas.","q_e861f0a6","Los golpes con herramientas y otros objetos pueden ser consecuencia de:","herramientas apropiadas para la tarea.","1"
"31","Los movimientos rutinarios y repetidos de subir o bajar del vehículo:","• se pueden convertir en motivo de lesiones. • se pueden convertir en motivo de accidentes. • Las respuestas A y B son correctas.","q_5fc69cc5","Los movimientos rutinarios y repetidos de subir o bajar del vehículo:","se pueden convertir en motivo de lesiones.","1"
"34","En las estadísticas de accidentes de tráfico, el índice de mortalidad hace referencia al número:","de fallecidos respecto del número de kilómetros recorridos.","q_b0471c79","En las estadísticas de accidentes de tráfico, el índice de mortalidad hace referencia al número :","de accidentes con víctimas por cada 100 millones de km recorridos.","1"
"35","El transporte por carretera es una actividad productiva caracterizada por el","trabajo: • a ritmos acelerados. • sometido a excesos de responsabilidad. • Las respuestas A y C son correctas.","q_a68cced2","El transporte por carretera es una actividad productiva caracterizada por:","ser un trabajo a ritmos acelerados.","0.9605"
"42","Para que una dolencia sea considerada enfermedad profesional:","• debe estar expresamente reconocida como tal por las autoridades sanitarias. • debe aparecer incluida en el cuadro que aprueban las autoridades sanitarias a tales efectos. • Las respuestas A y B son correctas.","q_7a785f08","Para que una dolencia sea considerada enfermedad profesional:","debe estar expresamente reconocida como tal por las autoridades sanitarias.","1"
"46","Una finalidad de las actividades de prevención de riesgos laborales es:","• detectar y evaluar los riesgos que no son evitables. • evitar los riesgos evitables. • Las respuestas B y C son correctas.","q_18ffe40d","Una finalidad de las actividades de prevención de riesgos laborales es:","evitar los riesgos que son inevitables.","1"
"52","¿Cuáles de los siguientes accidentes de trabajo en el sector del transporte están considerados como accidentes con forma no traumática?","Infartos.","q_5a2abd18","¿Cuáles de los siguientes accidentes de trabajo en el sector del transporte están considerados como accidentes con forma no traumática?","Enfermedades cardiovasculares.","1"
"53","¿Cuáles de los siguientes accidentes de trabajo en el sector del transporte están considerados como accidentes con forma no traumática?","Derrames cerebrales.","q_5a2abd18","¿Cuáles de los siguientes accidentes de trabajo en el sector del transporte están considerados como accidentes con forma no traumática?","Enfermedades cardiovasculares.","1"
"63","¿Cuál de los siguientes no es uno de los riesgos principales de la actividad del transporte?","Pancreatitis.","q_54e073ec","¿Cuál de las siguientes respuestas es uno de los riesgos principales de la actividad del transporte?","Accidentes de tráfico.","0.8878"
"65","¿Cuál de los siguientes no es uno de los riesgos principales de la actividad del transporte?","Problemas estomacales.","q_54e073ec","¿Cuál de las siguientes respuestas es uno de los riesgos principales de la actividad del transporte?","Accidentes de tráfico.","0.8878"
"87","En el sector del transporte, ¿cuál de los siguientes accidentes de trabajo es más frecuente?","Golpes con herramientas y otros objetos.","q_95f93a4f","En el sector del transporte, ¿cuál de los siguientes accidentes de trabajo es más frecuente?","Atropellos por vehículos y maquinaria auxiliar.","1"
"127","Se puede considerar como accidentes de trabajo con forma no traumática a:","• las enfermedades cardiovasculares. • las enfermedades cerebrovasculares. • los derrames cerebrales. • Todas las respuestas anteriores son correctas.","q_1e75018b","Se puede considerar como accidentes de trabajo con forma no traumática a:","las enfermedades cardiovasculares.","1"
"130","El ejercicio físico habitual es especialmente recomendable para:","prevenir enfermedades cardiovasculares.","q_94e576b7","El ejercicio físico habitual es especialmente recomendable para:","evitar decisiones incorrectas en la conducción.","1"
"131","El ejercicio físico habitual es especialmente recomendable para:","los conductores profesionales ya que pasan muchas horas de su jornada sentados.","q_94e576b7","El ejercicio físico habitual es especialmente recomendable para:","evitar decisiones incorrectas en la conducción.","1"
