"pdfNumber","pdfQuestion","similarity","packId","packQuestion","packCategory","answerStatus","pdfAnswer","packCorrect"
"277","¿Quién es el responsable cuando los agentes de control detectan una manipulación del tacógrafo?","0.8529","q_e16da631","¿Quién es el responsable cuando los agentes de control detectan una manipulación del aparato de control?","Normativa de transportes","ANSWER_MATCH","El transportista y todos aquellos que la realicen o colaboren en la instalación y comercialización.","El transportista y todos aquellos que la realicen o colaboren en la instalación y comercialización."
"280","En caso de que dos conductores utilicen en régimen de conducción en equipo un tacógrafo que, por fabricación, solo puede usar un conductor, se considerará una infracción:","0.9337","q_4db920e0","En caso de que dos conductores utilicen en conducción en equipo un tacógrafo que, por fabricación, sólo puede usar un conductor, se considerará una infracción:","Tacógrafo y tiempos","NEEDS_REVIEW","equiparable a inadecuado funcionamiento del tacógrafo imputable al transportista.","equiparable a inadecuado funcionamiento  del tacógrafo."
"282","No pasar las revisiones periódicas del tacógrafo es una infracción equiparable:","0.8205","q_edf90701","No pasar las revisiones periódicas es una infracción equiparable:","Primeros auxilios","ANSWER_MATCH","al inadecuado funcionamiento del aparato de control.","al inadecuado funcionamiento del aparato de control."
"284","¿Cuándo se puede levantar una inmovilización que se produjo por no respetar su conductor las pausas reglamentarias?","0.9008","q_ef66b7aa","¿Cuándo se puede levantar una inmovilización que se produjo por no respetar su conductor las interrupciones reglamentarias?","Normativa de transportes","ANSWER_MATCH","Después de completar la pausa reglamentaria.","Después de completar la pausa reglamentaria."
"288","Un conductor que conduce un total de 54 horas desde las 00.00 horas de un lunes hasta las 24.00 horas del domingo siguiente, ¿comete alguna infracción?","0.9384","q_b3b97168","Un conductor conduce un total de 54 horas desde las 0 horas de un lunes hasta las 24 horas del domingo siguiente, ¿comete alguna infracción?","Normativa de transportes","ANSWER_MATCH","No, puesto que se puede conducir hasta un total de 56 horas en una semana.","No, puesto que se puede conducir hasta un total de 56 horas en una semana."
"289","Un conductor que conduce un total de 110 horas en dos semanas consecutivas, ¿comete alguna infracción?","0.9596","q_a4a1ddee","Un conductor conduce un total de 110 horas en dos semanas consecutivas, ¿comete alguna infracción?","Normativa de transportes","NEEDS_REVIEW","Sí, muy grave.","Sí, grave."
"295","¿Dónde debe anotar la nueva matrícula un conductor si cambia de un vehículo a otro y ambos tienen tacógrafo analógico?","0.9831","q_273166c8","¿Dónde debe anotar la nueva matrícula un conductor si cambia de un vehículo a otro y ambos tienen tacógrafos analógicos?","Tacógrafo y tiempos","ANSWER_MATCH","En el disco-diagrama u hoja de registro, si está homologado para ambos tacógrafos.","En el disco-diagrama u hoja de registro si está homologado para ambos tacógrafos."
"304","¿Cuáles son los objetivos que establece la normativa sobre cualificación inicial y formación continua de los conductores de determinados vehículos destinados al transporte por carretera?","0.9388","q_0666aaec","¿Cuáles son los objetivos que establece la nueva normativa sobre la cualificación inicial y la formación continua de los conductores de determinados vehículos destinados al transporte por carretera?","Normativa de transportes","ANSWER_MATCH","Mejorar la seguridad vial y la seguridad del conductor, incluso durante las actuaciones efectuadas por el conductor con el vehículo parado.","Mejorar la seguridad vial y la seguridad del conductor, incluso durante las actuaciones efectuadas por el conductor con el vehículo parado."
"323","¿En qué supuestos, durante su período de validez, podrá ser retirada o suspendida la tarjeta de tacógrafo de un conductor?","0.8203","q_ff531478","¿En qué supuestos, durante su plazo de validez administrativa, podrá ser retirada o suspendida la tarjeta de tacógrafo de conductor?","Tacógrafo y tiempos","ANSWER_MATCH","Cuando se constate que la tarjeta ha sido falsificada.","Cuando se constate que la tarjeta ha sido falsificada."
"324","¿En qué supuestos, durante su período de validez, podrá ser retirada o suspendida la tarjeta de tacógrafo de un conductor?","0.8203","q_ff531478","¿En qué supuestos, durante su plazo de validez administrativa, podrá ser retirada o suspendida la tarjeta de tacógrafo de conductor?","Tacógrafo y tiempos","ANSWER_CONFLICT","Cuando se constate que el conductor utiliza una tarjeta de la que no es titular.","Cuando se constate que la tarjeta ha sido falsificada."
"330","¿Es posible transferir los datos registrados en la memoria del tacógrafo digital a medios externos?","0.9175","q_8002bd4c","¿Es posible transferir los datos registrados en la memoria del tacógrafo a medios externos?","Tacógrafo y tiempos","ANSWER_MATCH","Sí.","Sí."
"354","¿Tiene que aparecer impreso en un disco-diagrama u hoja de registro de tacógrafo analógico el límite superior de velocidad que se puede registrar en el mismo?","0.8516","q_5c1aa587","¿Tiene que aparecer impreso en un disco-diagrama u hoja de registro el límite superior de velocidad que se puede registrar en el mismo?","Tacógrafo y tiempos","ANSWER_MATCH","Sí, siempre.","Sí, siempre."
"358","En caso de que un conductor no pueda utilizar su tarjeta al hacerse cargo de un vehículo con tacógrafo digital, ¿qué deberá hacer?","0.9398","q_77d0c063","En caso de que un conductor no pueda utilizar su tarjeta al hacerse cargo de un vehículo dotado de tacógrafo digital, ¿qué deberá hacer?","Tacógrafo y tiempos","ANSWER_MATCH","Imprimir un documento que identifique al vehículo al inicio y otro con las actividades al final del viaje.","Imprimir un documento que identifique al vehículo al inicio y otro con las actividades al final del viaje."
"363","Según la normativa laboral española, ¿en qué consiste el tiempo de presencia de los conductores profesionales?","0.9065","q_605a7a70","Según la normativa laboral española, ¿qué es el tiempo de presencia de los conductores profesionales?","Normativa de transportes","ANSWER_MATCH","Estar a disposición del empresario sin prestar trabajo efectivo.","Estar a disposición del empresario sin prestar trabajo efectivo."
"364","Según la normativa laboral española, cuando un conductor acompaña a un vehículo en un transbordador, el tiempo empleado está considerado como:","0.8058","q_e603c42b","Según la normativa española, cuando un conductor acompaña a un vehículo en un transbordador está considerado como?","Normativa de transportes","ANSWER_CONFLICT","tiempo de presencia cuando se haya comunicado su duración de antemano.","tiempo de presencia."
"385","Si, en una inspección en carretera, el controlador inserta su tarjeta en el tacógrafo digital, pasa a modo:","0.8835","q_22e870a2","Si en una inspección en carretera el controlador inserta su tarjeta en el tacógrafo digital,:","Tacógrafo y tiempos","NEEDS_REVIEW","de funcionamiento de control.","pasa a modo de funcionamiento de control."
"387","¿De qué forma se identifica un usuario en el tacógrafo digital?","0.9677","q_16395886","¿De qué forma se identifica un usuario con el tacógrafo digital?","Tacógrafo y tiempos","ANSWER_MATCH","Al introducir su tarjeta.","Al introducir su tarjeta."
"389","¿Qué acción debe realizar el conductor para extraer su tarjeta del tacógrafo digital?","0.9405","q_86cce2ee","¿Qué acción debe realizar el conductor para expulsar su tarjeta del tacógrafo digital?","Tacógrafo y tiempos","ANSWER_MATCH","Presionar el botón de expulsión.","Presionar un botón de expulsión."
"402","Un vehículo que pertenece a Correos, si no supera 7.500 kg de masa máxima autorizada y es conducido por personal de reparto, está:","0.9453","q_de3b1cdf","Un vehículo que pertenece a correos y no supera los 7.500kg de masa máxima autorizada y es conducido por personal de reparto está:","Normativa de transportes","ANSWER_CONFLICT","exento de utilizar el tacógrafo siempre que el transporte no supere un radio de 100 km alrededor del centro de explotación de la empresa.","exento de utilizar el tacógrafo siempre que no supere un radio de 50 km."
"405","Un vehículo que transporta animales vivos entre una granja y un mercado local está:","0.8902","q_586b39e3","Un vehículo que transporta animales vivos entre una granja y un matadero está:","Geral","ANSWER_MATCH","exento del uso del tacógrafo, siempre que el recorrido no supere los 100 km en línea recta.","exento del uso del tacógrafo siempre que el recorrido no supere los 50 km en línea recta."
"424","Para conducir un vehículo para el que sea necesario un permiso de conducir de clase D o D+E, se precisa:","0.9231","q_f54946cb","Para conducir un vehículo para el que sea necesario un permiso de conducir de clase D o D+E es necesario:","Documentación","ANSWER_MATCH","el certificado de aptitud profesional y el permiso de conducir correspondiente.","el Certificado de Aptitud Profesional y el permiso de conducir correspondiente."
"425","En transporte de mercancías, para conducir un vehículo para el que se precise un permiso de conducir de clase C1 o C1+E, se necesita:","0.9124","q_149f3c0b","En transporte de mercancías, para conducir un vehículo para el que sea necesario un permiso de conducir de clase C1 o C1+E, ¿qué se necesita?","Normativa de transportes","ANSWER_MATCH","el certificado de aptitud profesional y el permiso de conducir correspondiente.","El certificado de aptitud profesional y el permiso de conducir correspondiente."
"426","Para conducir un vehículo para el que se precise un permiso de conducir de clase C o C+E, se necesita:","0.8462","q_f54946cb","Para conducir un vehículo para el que sea necesario un permiso de conducir de clase D o D+E es necesario:","Documentación","ANSWER_MATCH","el certificado de aptitud profesional y el permiso de conducir correspondiente.","el Certificado de Aptitud Profesional y el permiso de conducir correspondiente."
"428","¿Necesitan certificado de aptitud profesional los conductores de vehículos de bomberos?","0.914","q_e4c05b0c","¿Necesitan certificado de aptitud profesional los conductores de los vehículos de los bomberos?","Documentación","ANSWER_MATCH","No.","No."
"430","¿Cómo puede un conductor conseguir el certificado de aptitud profesional que acredite su cualificación inicial?","0.9554","q_6bf7d022","¿Cómo puede un conductor conseguir el certificado de aptitud profesional que le acredite la cualificación inicial?","Documentación","ANSWER_MATCH","Es necesario seguir el curso establecido en la normativa y superar el examen.","Es necesario seguir el curso establecido en la normativa y superar el examen."
"432","Para que la Administración autorice a una empresa a impartir cursos para la formación de conductores profesionales debe:","0.9333","q_3984cca0","Para que la Administración autorice a un centro para impartir cursos para la formación de conductores profesionales debe:","Normativa de transportes","ANSWER_MATCH","comprobar la documentación presentada, pudiendo hacer una inspección de las instalaciones.","comprobar la documentación presentada y podrá hacer una inspección de las instalaciones."
"435","Una vez finalizado el curso de cualificación inicial, ¿cuánto tiempo tienen los aspirantes para presentarse al examen del certificado de aptitud profesional?","0.9351","q_a43703e9","Una vez finalizado el curso de cualificación inicial, ¿cuánto tiempo tienen los aspirantes para presentarse al examen de capacitación de aptitud profesional?","Normativa de transportes","ANSWER_CONFLICT","un año.","6 meses desde la finalización del curso."
"472","¿Cómo se computa el tiempo de traslado desde el domicilio del conductor al centro de trabajo?","0.9451","q_3b81e29f","¿Cómo se computa el tiempo de traslado del domicilio del conductor al centro de trabajo?","Geral","NEEDS_REVIEW","Este tiempo no se computa dentro de la jornada laboral de un conductor.","Este tiempo no se computa dentro de la jornada."
"486","¿Cuál de las siguientes afirmaciones sobre la hoja de registro o discos-diagrama del tacógrafo es verdadera?","0.9905","q_f420d1a6","¿Cuál de las siguientes afirmaciones sobre la hoja de registro o disco-diagrama del tacógrafo es verdadera?","Tacógrafo y tiempos","ANSWER_MATCH","El disco-diagrama es personal del conductor y lo debe acompañar cuando cambie de vehículo.","El disco-diagrama es personal del conductor y lo debe acompañar cuando cambie de vehículo."
"490","¿Cómo es la línea de los kilómetros recorridos que queda registrada en el disco- diagrama u hoja de registro?","0.9906","q_ad7dbd2e","¿Cómo es la línea de los kilómetros recorridos que queda registrada en el disco-diagrama u hoja de registro?","Tacógrafo y tiempos","ANSWER_MATCH","Quebrada.","Quebrada."
"500","El conductor debe utilizar su tarjeta de tacógrafo todos los días que conduzca, a partir:","0.908","q_ce5492c9","El conductor debe utilizar su tarjeta de conductor todos los días que conduzca, a partir:","Normativa de transportes","ANSWER_MATCH","del momento en que se haga cargo del vehículo.","del momento en que se haga cargo del vehículo."
"510","¿En qué plazo máximo deben superar el examen para la obtención del CAP los conductores que hayan realizado la formación inicial?","0.9841","q_b8850097","¿En qué plazo máximo deben superar el examen para la obtención del CAP los conductor que hayan realizado la formación inicial?","Documentación","ANSWER_CONFLICT","1 año.","6 meses."
"512","¿Está exento del uso de tacógrafo un vehículo cuya velocidad máxima autorizada no supere 40 kilómetros por hora?","0.9565","q_9a19d015","¿Está exento del uso del tacógrafo un vehículo cuya velocidad máxima autorizada no supere los 40 kilómetros por hora?","Tacógrafo y tiempos","ANSWER_MATCH","Sí.","Sí."
"518","Las excepciones al uso del tacógrafo previstas en la normativa española, ¿comprenden también los recorridos en vacío que los vehículos tengan que hacer necesariamente antes o después de la realización de uno de los transportes exentos?","0.8491","q_a1e2c49a","Las excepciones al uso del tacógrafo, ¿comprenden también los recorridos en vacío que los vehículos tengan que hacer necesariamente antes o después de la realización de uno de los transportes exentos?","Tacógrafo y tiempos","ANSWER_MATCH","Sí.","Sí."
"526","Sobre una hoja de registro de tacógrafo analógico se graban una serie de líneas que, siguiendo un orden de dentro a fuera del disco, indican:","0.8333","q_f3342933","Sobre una hoja de registro se graban una serie de líneas que, siguiendo un orden de dentro a fuera del disco, indican:","Tacógrafo y tiempos","ANSWER_MATCH","kilómetros recorridos, bloques de tiempos y velocidad.","kilómetros recorridos, bloques de tiempos y velocidad."
"527","¿Cuántos modos de funcionamiento tiene un tacógrafo digital?","0.9655","q_3978d89a","¿Cuántos modos de funcionamiento tiene el tacógrafo digital?","Tacógrafo y tiempos","ANSWER_CONFLICT","Cuatro.","Cuatro: operativo, de control, de calibrado y de empresa."
"542","Si un conductor viaja en ferry, con acceso a una litera, a un lugar para hacerse cargo de un vehículo con tacógrafo, ¿cómo se considera este tiempo?","0.9795","q_fd171e98","Si un conductor viaja en un ferry, con acceso a una litera, a un lugar para hacerse cargo de un vehículo con tacógrafo, ¿cómo se considera este tiempo?","Tacógrafo y tiempos","NEEDS_REVIEW","Tiempo de descanso o pausa.","Tiempo de descanso."
"551","El color de fondo predominante en la tarjeta de conductor es:","0.85","q_1f093aa9","El color predominante en la tarjeta de conductor es:","Geral","ANSWER_CONFLICT","blanco.","azul."
"553","Un conductor que realice un único viaje de transporte discrecional internacional de viajeros puede posponer el descanso semanal hasta 12 jornadas desde el final del período de descanso semanal normal anterior:","0.8654","q_944ee169","Un conductor en único viaje de transporte discrecional internacional de viajeros puede posponer el descanso semanal hasta 12  jornadas desde el final del periodo de descanso semanal","Tacógrafo y tiempos","ANSWER_CONFLICT","si después realiza dos descansos semanales normales consecutivos o bien uno normal y uno reducido que después tendrá que recuperar.","si después realiza dos descansos semanales"
"555","El segundo conductor, en caso de que seleccione la actividad de descanso en el tacógrafo analógico cuando el vehículo está en movimiento, comete una infracción por:","0.9814","q_9e7e7281","El segundo conductor, en caso que seleccione la actividad de descanso en el tacógrafo analógico cuando el vehículo está en movimiento, comete una infracción por:","Tacógrafo y tiempos","ANSWER_MATCH","mal uso del selector de actividad.","mal uso del selector de actividad."
"557","Según la normativa laboral española, en el tiempo de trabajo de los conductores computarán:","0.9101","q_c9fb2b48","Según la normativa española, en el tiempo de trabajo de los conductores computarán:","Normativa de transportes","ANSWER_MATCH","todas las horas trabajadas para uno o más empresarios.","todas las horas trabajadas para uno o más empresarios."
"558","Una de las condiciones que debe cumplirse para que un conductor pueda posponer su descanso semanal hasta después de 12 períodos de 24 horas es que el transporte sea:","0.8659","q_4ad71dea","Una de las condiciones que debe cumplirse para que un conductor pueda posponer su descanso semanal hasta después de 12 períodos de 24 horas es:","Tacógrafo y tiempos","ANSWER_CONFLICT","discrecional internacional.","que el transporte sea discrecional internacional."
"560","El acceso a los datos almacenados en el tacógrafo puede efectuarlo en cualquier momento:","0.9886","q_2887e57e","El acceso a los datos alamacenados en el tacógrafo puede efectuarlo en cualquier momento?","Tacógrafo y tiempos","ANSWER_MATCH","las autoridades de control competentes.","las autoridades de control competentes."
"615","¿Puede un conductor tomar el descanso semanal normal en un vehículo?","0.8182","q_a47bb80c","¿Puede un conductor tomar el descanso diario en un vehículo?","Tacógrafo y tiempos","ANSWER_CONFLICT","El descanso semanal normal nunca puede tomarse en el vehículo.","Si el descanso se realiza en un vehículo, éste tiene que estar estacionado y equipado para el descanso."
"616","¿Puede un conductor tomar el descanso semanal normal en un vehículo?","0.8182","q_a47bb80c","¿Puede un conductor tomar el descanso diario en un vehículo?","Tacógrafo y tiempos","ANSWER_CONFLICT","No.","Si el descanso se realiza en un vehículo, éste tiene que estar estacionado y equipado para el descanso."
"626","Los cursos de formación continua necesarios para renovar la tarjeta de cualificación de conductor (CAP) deben incluir:","0.8983","q_20a3d32e","Los cursos de formación continua necesarios para renovar la tarjeta de cualificación de conductor se deben realizar en:","Documentación","ANSWER_CONFLICT","clases presenciales.","centros autorizados por la administración competente."
"1","¿A quién causan un perjuicio económico los accidentes laborales?","0.9839","q_c3025930","¿A quién causa un perjuicio económico los accidentes laborales?","Seguridad vial","ANSWER_CONFLICT","• Al trabajador. • A la empresa del trabajador. • Al conjunto de la sociedad. • Todas las respuestas anteriores son correctas.","Al trabajador."
"16","La fatiga y el estrés en la actividad de transporte se produce por:","0.9851","q_9fcb2fee","La fatiga y el estrés en la actividad del transporte se produce por:","Salud y ergonomía","ANSWER_CONFLICT","• la prolongación de la jornada. • circunstancias del tráfico. • la responsabilidad añadida como consecuencia del objeto transportado. • Todas las respuestas anteriores son correctas.","la prolongación de la jornada."
"21","Las descargas eléctricas en trabajadores del sector del transporte pueden venir","0.8587","q_6f29b087","Las descargas eléctricas en trabajadores del sector del transporte pueden venir derivadas de:","Normativa de transportes","ANSWER_CONFLICT","derivadas de: • conexiones inadecuadas. • cables y enchufes defectuosos. • contacto de la carga del vehículo con tendidos eléctricos. • Todas las respuestas anteriores son correctas.","conexiones inadecuadas."
"22","Las lesiones derivadas de un sobreesfuerzo en el trabajo pueden ser producidas","0.9512","q_e036b563","Las lesiones derivadas de un sobreesfuerzo en el trabajo pueden ser producidas por:","Geral","ANSWER_CONFLICT","por: • movimientos repetitivos. • posturas de trabajo incorrectas. • manipulación inadecuada de la carga. • Todas las respuestas anteriores son correctas.","movimientos repetitivos."
"33","Debido a las características de los autobuses y vehículos de transporte de mercancías, su intervención en accidentes con muertos es en términos relativos:","0.8553","q_5e9b011a","Debido a las características de los autobuses y vehículos de transporte de mercancías, su intervención en accidentes con muertos es:","Seguridad vial","NEEDS_REVIEW","superior al del resto de vehículos.","ligeramente superior al del resto de vehículos."
"35","El transporte por carretera es una actividad productiva caracterizada por el","0.9605","q_a68cced2","El transporte por carretera es una actividad productiva caracterizada por:","Seguridad vial","ANSWER_CONFLICT","trabajo: • a ritmos acelerados. • sometido a excesos de responsabilidad. • Las respuestas A y C son correctas.","ser un trabajo a ritmos acelerados."
"48","En los accidentes de trabajo en el sector del transporte por carretera, ¿cuál es el más habitual entre los que no tienen consecuencias mortales?","0.8227","q_9fa02d3e","En los accidentes de trabajo en el sector del transporte por carretera, ¿cuál es el más habitual entre los no mortales?","Seguridad vial","ANSWER_MATCH","Sobreesfuerzos.","Sobreesfuerzos."
"59","¿Es el transporte una actividad de riesgo?","0.85","q_bed5e4b6","El transporte, ¿es una actividad de riesgo?","Geral","ANSWER_MATCH","Sí.","Sí."
"60","¿Qué son las enfermedades profesionales?","0.9744","q_4735971c","¿Qué son las ""enfermedades profesionales?","Salud y ergonomía","ANSWER_MATCH","Las contraídas a consecuencia del trabajo.","Las contraídas a consecuencia del trabajo."
"63","¿Cuál de los siguientes no es uno de los riesgos principales de la actividad del transporte?","0.8878","q_54e073ec","¿Cuál de las siguientes respuestas es uno de los riesgos principales de la actividad del transporte?","Geral","ANSWER_CONFLICT","Pancreatitis.","Accidentes de tráfico."
"65","¿Cuál de los siguientes no es uno de los riesgos principales de la actividad del transporte?","0.8878","q_54e073ec","¿Cuál de las siguientes respuestas es uno de los riesgos principales de la actividad del transporte?","Geral","ANSWER_CONFLICT","Problemas estomacales.","Accidentes de tráfico."
"66","¿Cuál de los siguientes es uno de los riesgos principales de la actividad del transporte?","0.8776","q_54e073ec","¿Cuál de las siguientes respuestas es uno de los riesgos principales de la actividad del transporte?","Geral","ANSWER_MATCH","Accidentes de tráfico.","Accidentes de tráfico."
"67","¿Constituye un riesgo asociado a la actividad de transporte el trabajar a contrarreloj y la urgencia de los servicios?","0.9746","q_af141a96","¿Constituye un riesgo asociado en la actividad del transporte el trabajar a contrarreloj y la urgencia de los servicios?","Geral","ANSWER_MATCH","Sí, porque causa fatiga y estrés.","Sí, porque causa fatiga y estrés."
"68","¿Cuál es el tipo más frecuente de accidente de tráfico en el que se ven implicados camiones o autobuses?","0.9902","q_6a54641a","¿Cuál es el tipo más frecuente de accidente de tráfico en el que se ven implicados camiones y autobuses?","Seguridad vial","ANSWER_MATCH","La colisión entre vehículos.","La colisión entre vehículos."
"69","¿Cuáles son los factores que con más frecuencia concurren en los accidentes de tráfico en los que se ven implicados camiones o autobuses?","0.9926","q_390f8576","¿Cuáles son los factores que con más frecuencia concurren en los accidentes de tráfico en los que se ven implicados camiones y autobuses?","Seguridad vial","ANSWER_MATCH","La distracción.","La distracción."
"70","En comparación con el resto de vehículos, ¿qué nivel alcanza la intervención de los autobuses y vehículos de transporte de mercancías en accidentes de tráfico si se tienen en cuenta los kilómetros recorridos?","0.8647","q_0b68e3ea","En comparación con el resto de vehículos, ¿cómo es la intervención de los autobuses y vehículos de transporte de mercancías en accidentes de tráfico con heridos si se tienen en cuenta los kilómetros recorridos?","Seguridad vial","ANSWER_MATCH","Es notablemente menor.","Es notablemente menor."
"73","La prevención de riesgos en el transporte es una obligación:","0.9077","q_f1829d82","La prevención de riesgos en el transporte debe ser una obligación:","Normativa de transportes","ANSWER_MATCH","del empresario y también del trabajador.","del empresario y también del trabajador."
"84","Para minimizar los riesgos en actividades de transporte, se debe mantener la precaución también al realizar otras tareas distintas de la conducción, especialmente:","0.8187","q_ee8b96e1","Para minimizar los riesgos, se debe mantener la precaución también al realizar otras tareas distintas de la conducción, especialmente:","Geral","ANSWER_MATCH","las operaciones de carga y descarga.","las operaciones de carga y descarga."
"124","¿Cuál de los accidentes de trabajo en el sector transportes tiene las bajas laborales de mayor duración?","0.9706","q_8236b349","¿Cuál de los accidentes de trabajo del sector transportes tiene las bajas laborales de mayor duración?","Seguridad vial","ANSWER_MATCH","Los accidentes con forma no traumática.","Los accidentes con forma no traumática."
"147","¿Cuáles de los siguientes tipos de accidente es frecuente que afecte a los trabajadores de empresas de transporte?","0.9912","q_94c7e4a3","¿Cuáles de los siguientes tipos de accidente es frecuente que afecten a los trabajadores de empresas de transporte?","Seguridad vial","ANSWER_CONFLICT","• Caída de personas a distinto nivel. • Atropellos por vehículos y maquinaria auxiliar. • Exposición continuada a vibraciones. • Todas las respuestas anteriores son correctas.","Caída de personas a distinto nivel."
"149","¿Cuál es el accidente más frecuente en el que intervienen vehículos que realizan transporte de mercancías o autobuses?","0.9914","q_c34f2d99","¿Cuál es el accidente más frecuente en el que intervienen vehículos que realizan transporte de mercancías y autobuses?","Normativa de transportes","ANSWER_MATCH","Colisión entre vehículos.","Colisión entre vehículos."
"157","¿Cuáles de los siguientes son accidentes con forma no traumática?","0.9692","q_04471f99","¿Cuáles de los siguientes son accidentes con formas no traumáticas?","Seguridad vial","ANSWER_CONFLICT","• Los infartos. • Los derrames cerebrales. • Las respuestas A y B son correctas.","Los infartos."
"161","¿Cuál es el tipo más frecuente de accidente en carretera en el caso de vehículos de transporte de mercancías o autobuses?","0.9664","q_643db67f","¿Cuál es tipo más frecuente de accidente en carretera en el  caso de vehículos de transporte de mercancías y autobuses?","Seguridad vial","ANSWER_MATCH","La colisión entre vehículos.","La colisión entre vehículos."
"172","¿Cuándo existe riesgo de accidente para un conductor?","0.8824","q_d5dda52e","¿Cuándo hay riesgo de accidente para un conductor?","Seguridad vial","ANSWER_CONFLICT","• Conduciendo. • En las operaciones de carga. • En las operaciones de descarga. • Todas las respuestas anteriores son correctas.","Conduciendo."
"183","¿Qué lesión medular implica la pérdida de funciones motoras en todas las extremidades y el tronco?","0.9","q_377cf0b4","¿Qué lesión medular consiste en la pérdida de funciones motoras en todas las extremidades y el tronco?","Mecánica y mantenimiento","ANSWER_MATCH","Tetraplejia.","Tetraplejía."
"184","¿Qué lesión medular implica la pérdida de funciones motoras en las extremidades inferiores?","0.8925","q_34d2a2ac","¿Qué lesión medular consiste en la pérdida de funciones motoras en las extremidades inferiores?","Mecánica y mantenimiento","ANSWER_MATCH","Paraplejia.","Paraplejia."
"188","En caso de accidente, ¿será más destructivo el impacto de un vehículo pesado o el de un turismo?","0.9677","q_a21efd4b","En caso de accidente, ¿será más destructivo el impacto de un vehículo pesado o de un turismo?","Seguridad vial","ANSWER_MATCH","El de un vehículo pesado.","El de un vehículo pesado."
"190","En términos relativos, ¿qué nivel de siniestralidad tienen los conductores profesionales?","0.8427","q_8e00d923","En términos porcentuales, ¿qué grado de siniestralidad tienen los conductores profesionales?","Geral","ANSWER_MATCH","Bajo, debido a la experiencia de los conductores.","Bajo, debido a la experiencia de los conductores."
"192","En un accidente en el que se encuentra implicado un vehículo pesado o un autobús, ¿cómo serán las consecuencias, generalmente?","0.8934","q_959fb2ea","En un accidente en el que se encuentra implicado un vehículo pesado, ¿cómo serán las consecuencias generalmente?","Seguridad vial","ANSWER_MATCH","Más graves que si se hubiera tratado de un turismo.","Mayor que si se hubiera tratado de un turismo."
"197","¿Cuál es el accidente más frecuente que se suele producir como consecuencia de abandonar el vehículo sin asegurar su inmovilización?","0.9846","q_343988b9","¿Cuál es el accidente más frecuente que se puede producir como consecuencia de abandonar el vehículo sin asegurar su inmovilización?","Normativa de transportes","ANSWER_MATCH","Atropellos por vehículos.","Atropellos por vehículos."
"199","¿Cuál es el accidente más frecuente que se suele producir en la actividad de transporte como consecuencia de no utilizar los elementos de protección (gafas, guantes y botas)?","0.8107","q_a99f6a22","¿Cuál es el accidente más frecuente que se puede producir como consecuencia de no utilizar los elementos de protección (gafas, guantes y botas)?","Seguridad vial","ANSWER_MATCH","Golpes con herramientas y otros objetos.","Golpes con herramientas y otros objetos."
"201","¿Cuál es el accidente más frecuente que se suele producir en la actividad de transporte como consecuencia de una utilización de maquinaria inadecuada para el objeto?","0.8037","q_9f2e21cd","¿Cuál es el accidente más frecuente que se puede producir como consecuencia de una utilización de maquinaria inadecuada para el objeto?","Seguridad vial","ANSWER_MATCH","Caída de objetos al manipularlos.","Caída de objetos al manipularlos."
"206","¿Qué accidente puede producirse con más probabilidad como consecuencia del contacto de la carga del vehículo con tendidos eléctricos?","0.8397","q_48c37331","¿Qué accidente puede producirse como consecuencia del contacto de la carga del vehículo con tendidos eléctricos?","Seguridad vial","ANSWER_MATCH","Descargas eléctricas.","Descargas eléctricas."
"217","¿Cuál es el tipo de accidente más frecuente en el caso de vehículos de transporte de mercancías o autobuses?","0.9906","q_4c863695","¿Cuál es el tipo de accidente más frecuente en el caso de vehículos de transporte de mercancías y autobuses?","Normativa de transportes","ANSWER_MATCH","La colisión.","La colisión."
"218","¿A quién impone obligaciones la normativa de prevención de riesgos laborables?","0.8289","q_ef4870ce","¿A quién impone obligaciones la prevención de riesgos laborables?","Geral","ANSWER_MATCH","Al empresario y al conductor.","Al empresario y al conductor."
"245","Los accidentes de tráfico son:","0.8788","q_d2620d55","Los accidentes de tráfico suponen:","Seguridad vial","ANSWER_CONFLICT","la primera causa de lesión medular por traumatismo.","la primera causa de muerte entre uno y 34 años."
"256","Indique cuál de las siguientes afirmaciones es correcta:","0.9273","q_830d693d","Indiqué cuál de las siguientes afirmaciones es cierta.","Geral","ANSWER_CONFLICT","En zona urbana se producen más accidentes con víctimas que en carretera, pero mueren menos personas.","El Convenio CMR se aplica al contrato de transporte aunque no exista carta de porte."
"280","¿A qué órgano deben remitir los agentes encargados de la vigilancia del tráfico los datos de los accidentes de tráfico con víctimas?","0.8163","q_a01399c8","¿A qué órgano deben remitir los agentes encargados de la vigilancia del tráfico los datos de los accidentes de circulación en un plazo de cinco días?","Seguridad vial","ANSWER_CONFLICT","Al Registro Nacional de Víctimas de Accidentes de Tráfico.","Jefatura Provincial de Tráfico."
"282","¿Qué son las enfermedades profesionales?","0.9744","q_4735971c","¿Qué son las ""enfermedades profesionales?","Salud y ergonomía","ANSWER_CONFLICT","Las contraídas a consecuencia de un trabajo ejecutado en las actividades especificadas en el cuadro que, a tal efecto, se apruebe.","Las contraídas a consecuencia del trabajo."
